NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT00902629,"Epiretinal Fibrosis, Effect of Early Surgery",https://clinicaltrials.gov/study/NCT00902629,COMPLETED,Epiretinal Membrane,PROCEDURE: Early surgery,"Change in best corrected visual acuity, 12 months after enrollment, 12 months after enrollment","Glostrup University Hospital, Copenhagen",56,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2008-05
NCT04306718,Cultivation of Hyalocytes From ILM and ERM Samples: a Pilot Study,https://clinicaltrials.gov/study/NCT04306718,UNKNOWN,Epiretinal Membrane,PROCEDURE: membrane peeling,"Proliferation of Hyalocytes, hyalocytes from ERM and ILM will be cultured and counted, 9 days",Vienna Institute for Research in Ocular Surgery,30,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2019-10-01
NCT04120636,Phase I Study of Episcleral Celecoxib for Treatment of Macular Edema and Inflammatory Disorders of the Posterior Pole,https://clinicaltrials.gov/study/NCT04120636,ACTIVE_NOT_RECRUITING,Macula Edema|Radiation Retinopathy|Branch Retinal Vein Occlusion|Epiretinal Membrane|Central Serous Retinopathy With Pit of Optic Disc|Commotio Retinae|Vitritis,DRUG: Episcleral Celecoxib,"The primary outcome measure of the study is ocular safety assessment as measured by comprehensive ophthalmic exam., The primary outcome measure of the study is ocular safety assessment as measured by comprehensive ophthalmic exam., 12 Months","Targeted Therapy Technologies, LLC",3,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-03-05
NCT01969929,Comparison of Postoperative Aqueous Flare After 20G Versus 23G Pars Plana Vitrectomy,https://clinicaltrials.gov/study/NCT01969929,UNKNOWN,Macular Hole|Macular Pucker,PROCEDURE: 20G Vitrectomy|PROCEDURE: 23G vitrectomy,"Alteration of aqueous flare between preoperative and 3-week-postoperative time point, 3 weeks",University of Cologne,100,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",2013-10
NCT03583632,Visual Acuity and Optical Coherence Tomography One Year After Peeling of Epiretinal Membranes,https://clinicaltrials.gov/study/NCT03583632,UNKNOWN,Epiretinal Membrane,OTHER: visual acuity testing|DEVICE: optical coherence tomography,"visual acuity, visual acuity testing with EDTRS charts, 3 minutes",Vienna Institute for Research in Ocular Surgery,20,OBSERVATIONAL,Observational Model: |Time Perspective: p,2018-02-01
NCT05517473,Efficacy and Safety Evaluation of MONOBLUE DUAL View and MONOBLUE ILM View Vital Stains,https://clinicaltrials.gov/study/NCT05517473,COMPLETED,Macular Holes|Macular Pucker|Vitreomacular Traction,,"visualization of membranes, visualization of membranes stained based on binary subjective evaluation., intraoperative (surgery day)",Universitaire Ziekenhuizen KU Leuven,100,OBSERVATIONAL,Observational Model: |Time Perspective: p,2022-07-05
NCT04281173,Evaluation of Multifocal ERG and Visual Field Changes After Vitrectomy and ILM Peeling,https://clinicaltrials.gov/study/NCT04281173,UNKNOWN,Epiretinal Membrane,,"BCVA, after ILM peeling, 6 months",Assiut University,10,OBSERVATIONAL,Observational Model: |Time Perspective: p,2020-03-01
NCT00333060,Study of OT-551 Eye Drops to Prevent or Delay Progression of Nuclear Cataracts Following Vitreous Removal,https://clinicaltrials.gov/study/NCT00333060,TERMINATED,Epiretinal Membrane|Macular Hole,DRUG: OT-551 ophthalmic solution,change in visual acuity|change in lens opacity,Othera Pharmaceuticals,164,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE|Primary Purpose: ",2005-11
NCT04723160,Computer Aided Diagnosis of Multiple Eye Fundus Diseases From Color Fundus Photograph,https://clinicaltrials.gov/study/NCT04723160,COMPLETED,Diabetic Retinopathy|Retinal Vein Occlusion|Retinal Artery Occlusion|Central Serous Chorioretinopathy|Pathologic Myopia|Retinitis Pigmentosa|Epiretinal Membrane|Macular Holes|Nonexudative Age-related Macular Degeneration|Exudative Age Related Macular Degeneration|Suspect Glaucoma|Optic Atrophy|Retinal Detachment,DIAGNOSTIC_TEST: Software assisted imaging diagnosis,"consistent rate of diagnoses, Formula for calculation: consistent rate of diagnoses=number of images with consistent diagnosis/ total number of images × 100%.

Method: the diagnoses from the test group and the control group were compared with diagnoses from the gold standard. For each image, if one or more diagnoses were consistent with those of the gold standard, which means at least one label existed in the intersection of diagnoses from the test group(or the control group)and those from the gold standard, it would be classified as ""image with consistent diagnosis"". Otherwise, it would be classified as ""image without consistent diagnosis"". After above-mentioned steps, the investigators had obtained the number of images with consistent diagnosis in each group. As images with 1-2 labels account for the majority in actual work, the investigators stipulated that each image in both groups could be marked with 3 labels at most in case of invalid improvement in consistent rate owing to multiple selections., through study completion, an average of 1 year",Visionary Intelligence Ltd.,748,OBSERVATIONAL,Observational Model: |Time Perspective: p,2020-08-10
NCT01701518,A Pilot Study of the Effectiveness of Intra-operative Ozurdex® in Vitrectomy Surgery for Epiretinal Membranes,https://clinicaltrials.gov/study/NCT01701518,UNKNOWN,Epiretinal Membrane|Macular Edema,DRUG: Ozurdex,"Best corrected visual acuity, Best corrected visual acuity measured before surgery and 3 months after surgery using an early treatment diabetic retinopathy study (ETDRS) chart., 3 Months",Sunnybrook Health Sciences Centre,15,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2012-10
NCT03965078,Epiretinal Membrane and Cystoid Macular Oedema Post-cataract Surgery,https://clinicaltrials.gov/study/NCT03965078,COMPLETED,Pseudophakic Cystoid Macular Oedema|Epiretinal Membrane,DRUG: topical (eye drop) anti-inflammatories,"Time to resolution of CMO after commencing treatment, The time to resolution of the CMO will be calculated from the time of commencement of treatment until the documented time of resolution (based on clinical entry and confirmation on OCT scan). The clinical notes will be accessed at 3 months, 6 months and 12 month time-points to extract this data from the intervening clinical visits. The patient will complete the study either once the CMO is determined to have resolved or at 12 months post-commencing treatment, whichever is sooner., 1 year",Portsmouth Hospitals NHS Trust,123,OBSERVATIONAL,Observational Model: |Time Perspective: p,2018-06-21
NCT01627977,"Association of Lutein, Zeaxanthin and Brilliant Blue in Chromovitrectomy",https://clinicaltrials.gov/study/NCT01627977,COMPLETED,Epiretinal Membrane|Macular Hole|Proliferative Diabetic Retinopathy,"OTHER: Dye of Lutein, Zeaxanthin and Brilliant Blue","Visibility of the membrane after injection of the dye, The visibility of the membrane after injection of the dye should be graduated by the physician as Bad, OR Fair, OR Good, OR Very Good, during the surgery",Federal University of São Paulo,18,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2012-10
NCT03332758,"Inflammasomes in Cell Death in FTMH, ERM, and RRD",https://clinicaltrials.gov/study/NCT03332758,COMPLETED,Retinal Detachment|Full Thickness Macular Hole|Epiretinal Membrane,PROCEDURE: Pars plana vitrectomy|PROCEDURE: External drainage,"Presence of inflammasomes and their active products, Presence of inflammasomes and their active products in patients with retinal detachment treated with vitrectomy or external drainage, macular holes treated with vitrectomy, and epiretinal membranes treated with vitrectomy, Day of surgery","Allen C. Ho, MD",41,OBSERVATIONAL,Observational Model: |Time Perspective: p,2017-09-08
NCT02628158,Fundus Autofluorescence After Vitrectomy for Epiretinal Membrane,https://clinicaltrials.gov/study/NCT02628158,COMPLETED,Epiretinal Membrane,PROCEDURE: Vitrectomy with internal limiting membrane removal,"Visual acuity before and after surgery, Vision, Changes from baseline to 1, 3, 6 months",Kyorin University,91,OBSERVATIONAL,Observational Model: |Time Perspective: p,2013-04
NCT02644694,PK Study of Iontophoretic Dexamethasone Phosphate Ophthalmic Solution in Patients Undergoing Vitrectomy,https://clinicaltrials.gov/study/NCT02644694,COMPLETED,Vitrectomy,DRUG: Dexamethasone Phosphate Ophthalmic Solution,"Concentration of dexamethasone, Vitreous humor samples will be analyzed for dexamethasone concentrations, Day 1|Concentration of dexamethasone phosphate, Vitreous humor samples will be analyzed for dexamethasone phosphate concentrations, Day 1","Eyegate Pharmaceuticals, Inc.",10,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2016-03
NCT02683694,Characteristics and Limitations of Intraoperative OCT Supported Membrane Peeling in Macular Diseases,https://clinicaltrials.gov/study/NCT02683694,COMPLETED,Macular Diseases,DEVICE: iOCT,"peeling without staining, number of patients that could be peeled without use of a dye, intraoperative (10-15 minutes)",Vienna Institute for Research in Ocular Surgery,81,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2015-02
NCT04130841,Effects of Internal Limiting Membrane Peeling on Visual Function in Epiretinal Membrane Surgery,https://clinicaltrials.gov/study/NCT04130841,UNKNOWN,Retinal Disease|Epiretinal Membrane,PROCEDURE: Internal Limiting Membrane Peeling,"Epiretinal membrane recurrence, Recurrence of the epiretinal membrane after the surgery, 12 months after the surgery",Seoul National University Hospital,135,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2019-09-30
NCT00757380,Trypan Blue Versus Brillant Blue for Epiretinal Membranes,https://clinicaltrials.gov/study/NCT00757380,COMPLETED,Idiopathic Epiretinal Membranes,PROCEDURE: Trypan Blue|PROCEDURE: Brillant Blue,"Visual acuity, 3 months",The Ludwig Boltzmann Institute of Retinology and Biomicroscopic Laser Surgery,60,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2008-07
NCT00376857,Surgical Removal of Idiopathic Epiretinal Membrane With and Without the Assistance of Indocyanine Green.,https://clinicaltrials.gov/study/NCT00376857,COMPLETED,"Idiopathic Epiretinal Membrane, Cataract",DRUG: Surgery with and without the aid of Indocyanine Green (ICG),The main outcome measure was improvement of best-corrected visual acuity (BCVA).,University of Regensburg,60,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE|Primary Purpose: TREATMENT,
NCT04288440,Characters of Epiretinal Membranes in Patients With Previous Vitrectomy for Retinal Detachment,https://clinicaltrials.gov/study/NCT04288440,COMPLETED,Rhegmatogenous Retinal Detachment of Both Eyes (Diagnosis),PROCEDURE: Surgery|DEVICE: Vitrectomy machine,"Percentage of GFAP and CD cells in idiopathic and silicone oil ERM, Percentage of glial fibrillary acid protein positive cells and number of cluster of differentiation cells in idiopathic and silicone oil ERM, 6 months",Tanta University,31,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: DIAGNOSTIC,2019-01-01
NCT02328157,Combined 25-gauge Vitrectomy and Cataract Surgery With Toric Intraocular Lens With Idiopathic Epiretinal Membrane.,https://clinicaltrials.gov/study/NCT02328157,UNKNOWN,Cataract|Epiretinal Membrane|Corneal Astigmatism,DEVICE: Vitrectomy with cataract surgery and toric IOL|DEVICE: Vitrectomy with cataract surgery and common IOL,"The degree of IOL axis rotation from the end of surgery, Six months after the inplantation",Kagawa University,30,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2015-01
NCT03362580,Prevalence and Risk Factors of Epiretinal Membrane in Diabetic and Non-diabetic Patients,https://clinicaltrials.gov/study/NCT03362580,COMPLETED,Epiretinal Membrane,DEVICE: Slit lamp examination|DEVICE: Undilated 7-field color fundus photography|DEVICE: Color scan|DEVICE: Spectral domain optical coherence tomography,"Age, Age, First standard of care consultation, up to 3 months|Gender, Gender, First standard of care consultation, up to 3 months|Population sub-type, Population sub-type: Caucasian, African, Asian, Indian, American or Other, First standard of care consultation, up to 3 months|Diabetes type (for group A), Diabetes type (for group A), First standard of care consultation, up to 3 months|Diabetic Retinopathy classification, Diabetic Retinopathy classification, if diagnosed (according to the Early Treatment of Diabetic Retinopathy Study (ETDRS) classification), First standard of care consultation, up to 3 months|Duration of medical treatment of diabetes, Duration of medical treatment of diabetes (measured in months), First standard of care consultation, up to 3 months|HbA1C (Glycated Haemoglobin) rate, HbA1C rate (according to recent blood test), First standard of care consultation, up to 3 months|Smoking status, Smoking status, First standard of care consultation, up to 3 months|Previous cataract surgery, Previous cataract surgery, First standard of care consultation, up to 3 months|Diagnose of ERM, Diagnose of ERM, First standard of care consultation, up to 3 months|Educational level, Educational level, First standard of care consultation, up to 3 months",Laurence Postelmans,200,OBSERVATIONAL,Observational Model: |Time Perspective: p,2017-12-12
NCT01410201,Dexamethasone Intravitreal Implant After Vitrectomy For Epiretinal Membrane,https://clinicaltrials.gov/study/NCT01410201,TERMINATED,Epiretinal Membrane|Macular Edema,DRUG: Dexamethasone Intravitreal Implant,"Changes in best corrected visual acuity, At all study visits:

ETDRS visual acuity will be measured visit excluding post op day 1 (snellen visual acuity will be measured).

Intraocular pressure (IOP) will be checked. Spectral Domain Optical Coherence Tomography (OCT). Dilated fundus exam.

At Pre Op, Post Op Week 4, 8, 12, 16, 20 and 24 visits:

ETDRS visual acuity will be measured. IOP check. Spectral Domain OCT. Fundus photography. Fundus Autofluorescence (AF). Fluorescein Angiography (FA). Dilated Fundus exam., 6 months",Barnes Retina Institute,6,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2011-08
NCT02001701,Intravitreal Gas for Vitreomacular Adhesion,https://clinicaltrials.gov/study/NCT02001701,WITHDRAWN,Vitreomacular Adhesion,PROCEDURE: Intravitreal Injection of sulfahexafluoride gas,"Proportion of patients with resolution of vitreomacular adhesion at Day 28, Day 28",Northern California Retina Vitreous Associates,0,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-11
NCT04997876,Diagnostic Reliability of OCT Biomarkers for iERM,https://clinicaltrials.gov/study/NCT04997876,COMPLETED,Idiopathic Epiretinal Membranes,OTHER: Biomarker analysis,"reliability of diagnosing OCT biomarkers, The presence (yes/no) of following OCT biomarkers are diagnosed from preoperative OCTs: EIFL, DRIL, intraretinal cystoid changes, alterations of the ellipsoid zone, cotton ball sign, HR-foci, EMM-rips, and retinal contraction. Intra- and interobserver reliability is assessed from 2 different readers, and reliability of OCT biomarkers will be calculated with the Kuder Richardson 20 test, due to the dichtomic nature of outcomes., 1 week",Vienna Institute for Research in Ocular Surgery,136,OBSERVATIONAL,Observational Model: |Time Perspective: p,2021-01-11
NCT03052881,Robotic Retinal Dissection Device Trial,https://clinicaltrials.gov/study/NCT03052881,COMPLETED,Epiretinal Membrane|Retinal Hemorrhage,DEVICE: Robot assisted surgery,"Intra-operative retinal micro-trauma, To explore the safety of the PRECEYES surgical robot assisted surgeon in two specific eye surgery procedures during steps that require the greatest manual precision. A count of the number of iatrogenic retinal micro-haemorrhages and/or inadvertent instrument touches of the retina will be made. This outcome measure will be assessed at the time of surgery and followed post-operatively using optical coherence tomography scans of the macula., 3 months",University of Oxford,24,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2016-05-01
NCT04120311,Episcleral Dexamethasone for Treatment of Macular Edema and Inflammatory Disorders of the Posterior Pole,https://clinicaltrials.gov/study/NCT04120311,ACTIVE_NOT_RECRUITING,Macular Edema|Radiation Retinopathy|Branch Retinal Vein Occlusion|Epiretinal Membrane|Central Serous Retinopathy With Pit of Optic Disc|Commotio Retinae|Vitritis,DRUG: Episcleral Dexamethasone,"A primary outcome measure of the study is ocular safety assessment as measured by comprehensive ophthalmic exam., Assessment of ocular safety as measured by comprehensive ophthalmic exam., 12 Months","Targeted Therapy Technologies, LLC",2,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-09-01
NCT04280770,23-gauge Pars Plana Vitrectomy With Silicone Oil Injectionsilicone Oil Injection With Surgical,https://clinicaltrials.gov/study/NCT04280770,COMPLETED,Retinal Detachment,PROCEDURE: 23 PARS PLANA VITRECTOMY,"success rate, success rate after first RD surgery and silicone oil removal, 42 days|The failure rate, The failure rate after silicone oil removal, 42 days|number of surgical interference, numbers of vitrectomies done after silicone oil removal, 4 years",Ain Shams University,50,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2009-01-30
NCT02423213,DISCOVER Study: Microscope-integrated Intraoperative OCT Study,https://clinicaltrials.gov/study/NCT02423213,RECRUITING,Retinal Diseases|Fuchs Endothelial Dystrophy|Macular Hole|Epiretinal Membrane|Retinal Detachment,,"To assess feasibility of microscope-integrated intraoperative OCT, Feasibility will be assessed as the percentage of cases where OCT images were successfully obtained with a microscope-integrated system, 3 years",The Cleveland Clinic,3000,OBSERVATIONAL,Observational Model: |Time Perspective: p,2014-01
