NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT01102946,Panretinal Photocoagulation (PRP) Plus Ranibizumab for Proliferative Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT01102946,COMPLETED,Diabetic Retinopathy|Retinal Neovascularization,DRUG: Ranibizumab|PROCEDURE: Panretinal Photocoagulation,"Fluorescein leakage area (mm2), Neovascularization area measured during fluorescein agiography middle phase, Week 48 after inclusion in the study",University of Sao Paulo,40,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2009-02
NCT01988246,Prevention of Macular Edema In Patients With Diabetic Retinopathy Undergoing Cataract Surgery,https://clinicaltrials.gov/study/NCT01988246,COMPLETED,Diabetic Retinopathy,DRUG: Aflibercept|DRUG: Sham,"Number of Participants With Ocular and Non-Ocular Adverse Events, Number of participants with ocular and non-ocular adverse events (AEs) in both treatment arms., Day 90",Rishi Singh,30,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: PREVENTION,2013-12
NCT03866746,Aflibercept With and Without Micropulse Laser in Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT03866746,COMPLETED,Diabetic Macular Edema,DRUG: Aflibercept Injection|OTHER: micropulsed yellow laser,"the number of intravitreal injections, the total number of intravitreal aflibercept injections were recorded, 18th month follow-up.|Central macular thickness, in um, 18 month",Al Hadi Hospital,51,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2017-05-08
NCT03340610,IAI for Persistent DME After Treatment With Bevacizumab And Ranibizumab,https://clinicaltrials.gov/study/NCT03340610,COMPLETED,Diabetic Macular Edema,DRUG: Alflibercept,"Reduction in Macular Edema, Reduction in macular edema measured as

* Proportion of eyes with baseline SD OCT CST \>350 um demonstrating \>15% reduction at week 52 from baseline
* Proportion of eyes that demonstrate SD OCT CST \<305um (males) and \<290 um (females) at week 52 from baseline, 52 weeks from baseline","Southeast Retina Center, Georgia",30,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2015-06
NCT02663141,Randomized Clinical Trial of Intravitreal Bevacizumab Versus Intravitreal Bevacizumab Combined With Losartan in the Treatment of Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02663141,COMPLETED,Diabetic Macular Edema,DRUG: Losartan|DRUG: Intravitreal bevacizumab|DRUG: Placebo,"difference in ETDRS best-corrected visual acuity (BCVA) between arms, Within 6 months from therapy|Difference in frequency of intravitreal Bevacizumab injection between arms, Within 6 months from therapy",Tehran University of Medical Sciences,57,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2015-06
NCT01702441,Safety and Pilot Efficacy of AKB-9778 in Subjects With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01702441,COMPLETED,Diabetic Macular Edema (DME),DRUG: Subcutaneous AKB-9778,"Incidence and severity of adverse events (AEs)., 28 days|Change from baseline in physical exams., 28 days|Change from baseline in vital signs., 28 days|Change from baseline in electrocardiograms (ECGs)., 28 days|Change from baseline in opthalmic exams., 28 days|Change from baseline in clinical laboratory assay results., Blood chemistry, hematology and urinalysis., 28 days",Aerpio Therapeutics,24,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2012-09
NCT03006081,The Efficacy of Intravitreal Aflibercept Injection in Improvement of Retinal Nonperfusion in Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT03006081,UNKNOWN,Diabetic Retinopathy,DRUG: Intravitreal Aflibercept injection,"Improvement of retinal nonperfusion, Mean changes (%) of retinal nonperfusion (Ischemic index) from baseline, 1 year",Asan Medical Center,40,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2016-05
NCT00446381,Effect of Macugen(Pegaptanib)on Surgical Outcomes and VEGF Levels in Diabetic Patients With PDR (Diabetic Retinopathy or CSDME (Macular Edema),https://clinicaltrials.gov/study/NCT00446381,COMPLETED,Proliferative Diabetic Retinopathy|Diabetic Macular Edema,DRUG: Macugen (pegaptanib)|DRUG: Macugen (Pegaptanib),"Levels of intravitreal Macugen post injection of intravitreal Macugen., 2 to 8 weeks|Levels of intravitreal VEGF 165 pre and post injection of intravitreal Macugen., 0 to 8 weeks|Levels of intravitreal VEGF, TGFbeta, ET-1, PDGF, IGF-1,angiopoietin, HIF 1 alpha, HIF 1 beta pre and post injection of intravitreal Macugen., 0 to 8 weeks",Lawson Health Research Institute,28,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2006-10
NCT03519581,Micropulse for Suppression of Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT03519581,COMPLETED,Diabetic Macular Edema,DEVICE: Micropulse Laser Treatment|DEVICE: Sham Treatment,"Percentage of subjects with vision loss to 20/40 or worse, Visual acuity (VA) measured using ETDRS testing. If visual acuity is 20/40 or worse, subject will be asked to return for retesting within 28 days to confirm findings., 12 month|Percentage of subjects with vision loss to 20/40 or worse, Visual acuity (VA) measured using ETDRS testing. If visual acuity is 20/40 or worse, subject will be asked to return for retesting within 28 days to confirm findings., 24 month","University of California, Davis",27,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2018-04-20
NCT01743781,Uptake of Comprehensive Eye Examination Trial,https://clinicaltrials.gov/study/NCT01743781,COMPLETED,Glaucoma|Diabetic Retinopathy,BEHAVIORAL: video,"The acceptance rate of comprehensive eye examination in both groups, acceptance rate of comprehensive eye examination, 1 day",Sun Yat-sen University,459,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2013-07
NCT01141881,Evaluation of the Role of Intravitreal Tissue Plasminogen Activator in Treatment of Refractory Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01141881,TERMINATED,Diabetic Macular Edema,"DRUG: Tissue Plasminogen Activator,bevacizumab ,follow up",,Mashhad University of Medical Sciences,,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2009-05
NCT00476918,Intravitreal Triamcinolone Acetonide for Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00476918,UNKNOWN,Diabetic Retinopathy|Diabetic Macular Edema,DRUG: Intravitreal injection (triamcinolone acetonide),"Visual acuity, no of treatments, duration of efficacy, 12 months",Heidelberg University,60,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: DOUBLE|Primary Purpose: TREATMENT,2006-07
NCT04665102,Pilot Study on Deep Learning in the Eye,https://clinicaltrials.gov/study/NCT04665102,UNKNOWN,Central Serous Chorioretinopathy|Diabetic Retinopathy|Cataract,OTHER: Image classification using deep learning algorithm,"Validation of Image classification by transfer learning algorithm, 1 year",CRG UZ Brussel,120,OBSERVATIONAL,Observational Model: |Time Perspective: p,2021-02-01
NCT02788877,Treat-and-extend Regimen of Aflibercept in Diabetic Macular Edema (VIBIM Study),https://clinicaltrials.gov/study/NCT02788877,UNKNOWN,"Macular Edema, Diabetic",DRUG: aflibercept,"Changes in visual acuity from baseline to 104 weeks, Visual acuity is assessed using the Early Treatment Diabetic Retinopathy Study (ETDRS) chart. The ETDRS chart includes 100 letters as the maximum possible score, and 0 letters read as the minimum possible score. Visual acuity of 85 letters is equivalent to 20/20. Higher scores represents better functioning., baseline and 104 weeks",Pusan National University Hospital,48,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2016-04-10
NCT02088229,Relating Retinal Structural and Functional Parameters to Visual Acuity in Eyes Undergoing Treatment for Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02088229,COMPLETED,Diabetic Macular Edema,,"Dark adaptation (AdaptRx), Rod intercept (minutes), 12 Months",University of Michigan,35,OBSERVATIONAL,Observational Model: |Time Perspective: p,2012-09
NCT01364129,The Comparative Effectiveness of Telemedicine to Detect Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT01364129,COMPLETED,Diabetic Retinopathy,PROCEDURE: Ophthalmic Telemedicine,"Proportion of Participants that Receive Annual Eye Exam, This outcome measure will be used to determine (1) whether the telemedicine system increases the proportion of participants that receive an annual eye exam, and (2) what health belief factors are associated with adherence., Baseline; Change from Baseline at 1 Year, 2 Years, 3 Years, 4 Years, and 5 Years (number of follow-up exams depends on number of years enrolled in the study)",Legacy Health System,567,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SCREENING,2006-08
NCT03069729,Thermal Screening for Early Diabetic Peripheral Neuropathy (DPN),https://clinicaltrials.gov/study/NCT03069729,COMPLETED,Diabetic Neuropathies|Diabetic Foot|Diabetic Retinopathy,OTHER: no intervention,"Pattern of thermal recovery, The thermal recovery pattern after cold provocation will be different for each group studied., 24 months",VisionQuest Biomedical LLC,331,OBSERVATIONAL,Observational Model: |Time Perspective: p,2017-03-08
NCT03466177,Multimodal Retinal Imaging in the Detection and Follow-up of Alzheimer's Disease,https://clinicaltrials.gov/study/NCT03466177,RECRUITING,Alzheimer Disease|Alzheimer Dementia|Mild Cognitive Impairment|Dementia|Glaucoma|Age-Related Macular Degeneration|Diabetic Retinopathy,"DIAGNOSTIC_TEST: Non-invasive, multimodal retinal imaging","Retinal biomarkers for AD: specificity, To evaluate the diagnostic performance of selected ocular biomarkers for Alzheimer's disease, 5 years|Retinal biomarkers for AD: sensitivity, To evaluate the diagnostic performance of selected ocular biomarkers for Alzheimer's disease, 5 years|Retinal biomarkers for AD: number needed to image, To evaluate the diagnostic performance of selected ocular biomarkers for Alzheimer's disease, 5 years|Retinal biomarkers for AD: area under the curve (AUC), To evaluate the diagnostic performance of selected ocular biomarkers for Alzheimer's disease, 5 years|Retinal biomarkers for AD: receiver operating characteristic (ROC), To evaluate the diagnostic performance of selected ocular biomarkers for Alzheimer's disease, 5 years",Universitaire Ziekenhuizen KU Leuven,320,OBSERVATIONAL,Observational Model: |Time Perspective: p,2018-03-01
NCT04976777,A Study to Evaluate an Updated Dexamethasone Intravitreal (Into the Eye) Applicator in Adult Participants With Macular Edema Due to Diseases of the Retina,https://clinicaltrials.gov/study/NCT04976777,COMPLETED,Macular Edema,DEVICE: Updated DEX PS DDS Applicator|DEVICE: Approved DEX PS DDS Applicator|DRUG: Dexamethasone,"Number of Participants Experiencing at Least One Adverse Events (AEs), An adverse event (AE) is defined as any untoward medical occurrence in a participant or clinical investigation participant administered a pharmaceutical product which does not necessarily have a causal relationship with this treatment. The investigator assesses the relationship of each event to the use of study., Up to 7 Days After Study Drug Administration",AbbVie,54,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-10-12
NCT03059277,Intravitreal Alfibercept for Center Involved DME Previously Managed With Intravitreal Ranibizumab,https://clinicaltrials.gov/study/NCT03059277,WITHDRAWN,Diabetic Macular Edema,DRUG: Intravitreal Aflibercept,"Change in Central Subfield Thickness (CST), Percentage of patients who experience a \> 10% decrease in mean Central Subfield Thickness (CST) from baseline or whose CST \< 300 microns at 52 weeks., 52 weeks","Southeast Clinical Research Associates, LLC",0,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2018-06-01
NCT06183476,Circadian Amplification in Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT06183476,NOT_YET_RECRUITING,Diabetic Retinopathy,BEHAVIORAL: Amplify-RHYTHM,"Sleep, Objective and Subjective Sleep Parameters, baseline and 6-week",University of Illinois at Chicago,30,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2024-02
NCT01769599,Comparison of Initial Treatment in With Laser Grid in Diabetic Macular Edema to Intra Vitreal Avastin Injections,https://clinicaltrials.gov/study/NCT01769599,UNKNOWN,Diabetic Macular Edema|Diabetus Mellitus,,"Macular thickness, by measuring the retinal thickness and comparing in both aproaches. and see if there is any difference., 36 months",Ziv Hospital,60,OBSERVATIONAL,Observational Model: |Time Perspective: p,2013-01
NCT02858076,Anti-VEGF vs. Prompt Vitrectomy for VH From PDR,https://clinicaltrials.gov/study/NCT02858076,COMPLETED,Proliferative Diabetic Retinopathy|Vitreous Hemorrhage,DRUG: 2-mg Intravitreous Aflibercept Injection|PROCEDURE: Prompt Vitrectomy Plus Panretinal Photocoagulation,"E-ETDRS Visual Acuity Letter Score (Area Under the Curve From Baseline), The area under the curve (units = letters·weeks) was divided by 24 weeks (units = weeks) to obtain an average change in letter score (units = letters) over the 24-weekr follow-up.

Best-corrected visual acuity following protocol-defined refraction. Visual Acuity was measured with the Electronic Early Treatment Diabetic Retinopathy Study (E-ETDRS) visual acuity test on a scale from 100 letters (Snellen equivalent of 20/10) to 0 letters (Snellen equivalent of \<20/800). Higher scores indicate better visual acuity and lower scores indicate worse visual acuity., 24 weeks",Jaeb Center for Health Research,205,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2016-11
NCT01023698,Panretinal Photocoagulation for Proliferative Diabetic Retinopathy in a Single Session Using Low Fluence Parameters,https://clinicaltrials.gov/study/NCT01023698,UNKNOWN,Neovascular,PROCEDURE: laser photocoagulation,"Stabilization of proliferative diabetic retinopathy, 2010",Asociación para Evitar la Ceguera en México,30,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2009-04
NCT05282680,The Hong Kong Diabetes Biobank,https://clinicaltrials.gov/study/NCT05282680,RECRUITING,Diabetes Mellitus|Type 2 Diabetes|Type 1 Diabetes|Diabetic Nephropathies|Diabetic Kidney Disease|Diabetic Angiopathies|Cardiovascular Diseases|Coronary Heart Disease|Diabetic Retinopathy|Stroke|Diabetes,,"Diabetic kidney disease, Diabetic kidney disease will be defined as: eGFR \<60 ml/min per 1.73 m2. +/- presence of elevated urine microalbumin

Other hospital discharge diagnoses based on eGFR or ICD-9 codes or other equivalent will be used.

Kidney failure/end stage renal disease (ESRD) will be defined by the presence of a dialysis code (procedure codes 39.95 or 54.98), a code of kidney transplant (procedure code 55.6 or diagnosis codes 996.81 or V42.0), or eGFR \<15 ml/min per1.73 m2. The onset time will be defined as the period from baseline visit to the date of kidney failure onset or the censored date, whichever came first.

The rate of decline in eGFR and % drop in eGFR, as well as changes in urine albuminuria will also be explored as additional clinical endpoints in diabetic kidney disease.

Identification of genetic variants or other biomarkers associated with diabetic kidney disease by association analyses may utilize one or more of the clinical definitions of diabetic kidney disease., 1-99 years|Cardiovascular complications in diabetes, Cardiovascular complications in diabetes will be defined as coronary heart disease (CHD), stroke, and/or peripheral vascular disease (PVD), and/or congestive heart failure.

Coronary Heart Disease is defined as myocardial infarction, ischemic heart disease, or cardiac revascularisation.

Stroke is defined as ischemic stroke except transient ischemic attack, hemorrhagic stroke, or acute but ill-defined cerebrovascular disease

Peripheral vascular disease is defined as amputation, gangrene, or peripheral revascularization.

Hospitalization for heart failure is defined as hospitalization for congestive heart failure.

Identification of genetic variants or other biomarkers associated with cardiovascular disease in diabetes may utilize one or more of the clinical definitions of cardiovascular complications in diabetes., 1-99 years",Chinese University of Hong Kong,48000,OBSERVATIONAL,Observational Model: |Time Perspective: p,2014-02-01
NCT05838898,Specular Microscopy in Patients With Proliferative Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT05838898,NOT_YET_RECRUITING,Corneal Endothelial Cell Changes in Diabetic Patients,DEVICE: Specular microscopy,"To predict the effect of Diabetes on the cornea of diabetic patients, To evaluate corneal endothelial changes in patients with Proliferative diabetic retinopathy compared to normal group of the same age and gender using Specular microscopy, Baseline",Assiut University,60,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-06-01
NCT01625598,Computer Detection of Diabetic Retinopathy Compared to Clinical Examination,https://clinicaltrials.gov/study/NCT01625598,COMPLETED,Diabetic Retinopathy,PROCEDURE: Photography of the retina|PROCEDURE: Retinal photography,"Sensitivity of detecting moderate non proliferative diabetic retinopathy or more severe DR and/or significant macular edema on a person-specific basis., If the interval excludes differences of 10% or more (IDx worse than clinical examination), then the IDx system will be considered non-inferior to clinical examination by ophthalmologists. If IDx is non-inferior to clinical examination, a two-sided test of the null hypothesis that the difference in sensitivities is 0 will be conducted to determine if the IDX is superior to clinical examination. 24 McNemar's test for paired proportions will be used to test the difference in proportions., Recruitment over 4 months","Digital Diagnostics, Inc.",600,OBSERVATIONAL,Observational Model: |Time Perspective: p,2012-04
NCT03511898,A Study to Evaluate the Safety of THR-149 in Subjects With Diabetic Macular Edema (DME),https://clinicaltrials.gov/study/NCT03511898,COMPLETED,Diabetes Mellitus|Diabetic Retinopathy|Diabetic Macular Edema,DRUG: THR-149 dose level 1|DRUG: THR-149 dose level 2|DRUG: THR-149 dose level 3,"Incidence of dose-limiting toxicities up to the Day 14 visit, up to Day 14",ThromboGenics,12,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2018-05-18
NCT00605280,"A Multi-Center Trial To Evaluate The Safety And Efficacy Of Pegaptanib Sodium(Macugen) Injected Into The Eye Every 6 Weeks For Up To 2 Years For Macular Swelling Associated With Diabetes, With An Open-Label Macugen Year Extension.",https://clinicaltrials.gov/study/NCT00605280,COMPLETED,Macular Edema Associated With Diabetes Mellitus,DRUG: Standard of Care|DRUG: Macugen,"Number of Participants With Greater Than or Equal to ≥10 Letter (or 2 Line) Improvement in Vision at 1 Year, Refraction and best-corrected visual acuity (VA) measurements were performed using retro-illuminated, modified Ferris-Bailey Early Treatment Diabetic Retinopathy Study (ETDRS) charts, Baseline, Year 1",Pfizer,317,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2005-09
NCT00337298,The Effect of Amlodipine and Lisinopril on Retinal Autoregulation in Type 1 Diabetes,https://clinicaltrials.gov/study/NCT00337298,COMPLETED,Type 1 Diabetes|Diabetic Retinopathy|Eye Diseases|Diabetes Complications,DRUG: Amlodipine|DRUG: Lisinopril,"Vessel diameter changes in arbitrary units as measured with the Retinal Vessel Analyzer, 120,240,360,480,600,720 and at 840secs",University of Aarhus,25,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: ",2006-07
NCT03618498,Internal Limiting Membrane Flaps for Coexistent Macular Hole and Retinal Detachment,https://clinicaltrials.gov/study/NCT03618498,COMPLETED,Retinal Detachment,PROCEDURE: ILM flaps insertion techniques or free ILM flaps.,"Wilcoxon Sign-Rank test, A statistical comparison of average of two dependent samples, Baseline, 12 months.",Changhua Christian Hospital,10,INTERVENTIONAL,Allocation: |Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2018-03-07
NCT04888598,Microvascular Changes in OCT-angiography in Type 1 Diabetes Mellitus at the Onset of the Disease and After Optimization of Glycemic Control.,https://clinicaltrials.gov/study/NCT04888598,RECRUITING,Type 1 Diabetes|Diabetic Retinopathy,DIAGNOSTIC_TEST: Optical Coherence Tomography (OCT) Angiography,"Vessel density, Density of retinal vessels and perfusion in the macula, 3 months",Fundació Institut de Recerca de l'Hospital de la Santa Creu i Sant Pau,20,OBSERVATIONAL,Observational Model: |Time Perspective: p,2021-06-01
NCT01358396,Glycemic Control and Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01358396,COMPLETED,Diabetic Macular Edema,OTHER: Respond to therapy for diabetic macular edema,"Visual Acuity, Correlate baseline HBA1c to the visual outcomes., 3 months",Cairo University,52,OBSERVATIONAL,Observational Model: |Time Perspective: p,2010-01
NCT06213896,Detecting Eye Diseases Via Hybrid Deep Learning Algorithms From Fundus Images,https://clinicaltrials.gov/study/NCT06213896,RECRUITING,Glaucoma|Age-Related Macular Degeneration|Retinal Vein Occlusion|Diabetic Retinopathy|Diabetic Macular Edema|Eye Diseases,DRUG: Mydriatic Agent|PROCEDURE: Color Fundus Photography|DEVICE: EyeCheckup v2.0,"To determine the accuracy of diagnosis with artificial intelligence algorithm, Comparison of the compatibility of the diagnosis of the artificial intelligence algorithm with the diagnoses of retina and glaucoma specialists, through study completion, an average of 1 year",URAL Telekomunikasyon San. Trade Inc.,1528,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-03-01
NCT03920878,Cataract DME - Peri vs. Intraop,https://clinicaltrials.gov/study/NCT03920878,WITHDRAWN,Diabetic Macular Edema|Cataract,DRUG: Aflibercept injected Pre- and Post-operatively|DRUG: Aflibercept injected intraoperatively,"Change in best-corrected visual acuity (BCVA), BCVA is a measurement of the best vision correction that can be achieved, such as glasses, as measured on the standard Snellen eye chart. For example, if uncorrected eyesight is 20/200, but patient can see 20/20 with glasses, the BCVA is 20/20., 1 month, 3 months and 6 months after cataract surgery",Emory University,0,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-05
NCT01920984,Vitreous Levels of Cysteine-rich 61 in Patients With Proliferative Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT01920984,COMPLETED,Proliferative Diabetic Retinopathy,DRUG: intravitreal injection of 1.25 mg of bevacizumab,"Vitreous levels of Fractalkine, Cyr61, and VEGF of patients with proliferative diabetic retinopathy, 7 days",National Taiwan University Hospital,100,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE,2005-01
NCT02556723,Intravitreal Injections of Ziv-aflibercept for Macular Diseases,https://clinicaltrials.gov/study/NCT02556723,COMPLETED,Diabetic Macular Edema|Age Related Macular Degeneration|Branch Retinal Vein Occlusion With Macular Edema|Central Retinal Vein Occlusion With Macular Edema,DRUG: Intravitreal injections of ziv-aflibercept,"Multifocal electroretinogram responses at Week 24 and 48, 24 and 48 weeks","Retina Clinic, Sao Paulo, Brazil",60,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2014-09
NCT04729023,Pars Plana Vitrectomy Combined With Phacoemulsification Cataract Surgery in Phakic Diabetes Retinopathy Patients,https://clinicaltrials.gov/study/NCT04729023,COMPLETED,Diabetic Retinopathy|Diabetic Cataract,PROCEDURE: Pars plana vitrectomy combined with cataract surgery.|PROCEDURE: Pars plana vitrectomy with subsequent cataract surgery.,"Best correct visual acuity (BCVA), BCVA with early treatment diabetic retinopathy study (ETDRS) letters, Change from Baseline at 1 week after the surgery(s)|Best correct visual acuity, BCVA with ETDRS letters, Change from Baseline at 1 month after the surgery(s)|Best correct visual acuity, BCVA with ETDRS letters, Change from Baseline at 3 months after the surgery(s)|Best correct visual acuity, BCVA with ETDRS letters, Change from Baseline at 6 months after the surgery(s)","Zhongshan Ophthalmic Center, Sun Yat-sen University",129,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-02-01
NCT06099184,Study of EYP-1901 in Patients With Diabetic Macular Edema (DME),https://clinicaltrials.gov/study/NCT06099184,NOT_YET_RECRUITING,Diabetic Macular Edema,"DRUG: EYP-1901|DRUG: Aflibercept 2Mg/0.05Ml Inj,Oph","Time to first supplemental aflibercept injection following EYP-1901 dose at Baseline vs Aflibercept, Week 24","EyePoint Pharmaceuticals, Inc.",25,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2024-01-15
NCT05759884,Efficacy Analysis of Anti-VEGF Drugs Combined With Micropulse Laser in the Treatment of Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT05759884,RECRUITING,Macular Edema Due to Type 2 Diabetes Mellitus,DRUG: Anti-VEGF|RADIATION: subthreshold micropulse laser,"central macular thickness (CMT), CMT, up to 6 months","Second Affiliated Hospital, School of Medicine, Zhejiang University",40,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-02-01
NCT01168258,Evaluation of Single Nucleotide Polymorphisms (SNPs) in Patients With and Without Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01168258,TERMINATED,Diabetic Retinopathy|Diabetic Macular Edema,,Genotype frequency of SNP in the study genes of DME participants and control participants.,National Eye Institute (NEI),68,OBSERVATIONAL,Observational Model: |Time Perspective: p,2010-07-07
NCT02391558,Clinical Evaluation of Noninvasive OCT Angiography Using a Zeiss OCT Prototype to Compare to Fluorescein Angiography,https://clinicaltrials.gov/study/NCT02391558,COMPLETED,Diabetic Retinopathy,,"Comparison between examination techniques on the detection of morphological changes in the retina (such as vessels morphology, vascular ischemia, retinal neovascularization, choroidal neovascularization, and other vascular abnormalities)., Single Visit",Association for Innovation and Biomedical Research on Light and Image,62,OBSERVATIONAL,Observational Model: |Time Perspective: p,2015-09
NCT03499223,A Study to Evaluate THR-317 and Ranibizumab Combination Treatment for Diabetic Macular Oedema (DME),https://clinicaltrials.gov/study/NCT03499223,COMPLETED,Diabetes Mellitus|Diabetic Retinopathy|Macular Edema,DRUG: Ranibizumab 0.5mg|DRUG: THR-317 8mg|DRUG: Sham injection,"Change from baseline in BCVA, At Day 84 (Month 3)",Oxurion,70,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2018-04-20
NCT03911323,Real-world Diagnostic Effectiveness of Artificial Intelligence Algorithm in Diabetic Retinopathy Screening,https://clinicaltrials.gov/study/NCT03911323,UNKNOWN,Diabetic Retinopathy,OTHER: diabetic retinopathy,"Sensitivity and specificity, To evaluate the sensitivity and specificity of the model in detecting referable DR (more than mild NPDR), No more than 1 day for each subject",Shenzhen Second People's Hospital,1000,OBSERVATIONAL,Observational Model: |Time Perspective: p,2018-10-01
NCT02126423,Resistance to Antibiotics in Patients Receiving Eye Injections,https://clinicaltrials.gov/study/NCT02126423,COMPLETED,Age-Related Macular Degeneration|Retinal Vein Occlusion|Diabetic Retinopathy,OTHER: Conjunctival and nasopharyngeal swabs,"Kirby Bauer disc diffusion antimicrobial susceptibility, One set of conjunctival and nasopharyngeal swabs obtained from patient shortly after recruitment. Antibiotic susceptibility is determined using the Kirby Bauer disc diffusion method for the following antibiotics: amoxicillin/clavulanate, cefazolin, cefoxitin, erythromycin, moxifloxacin, trimethoprim/sulfamethoxazole, linezolid, clindamycin, and doxycycline., 15 minutes",Prism Vision Group,40,OBSERVATIONAL,Observational Model: |Time Perspective: p,2014-05
