NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT00190164,Alleviated Positioning for Small Macular Holes,https://clinicaltrials.gov/study/NCT00190164,COMPLETED,Macular Hole,PROCEDURE: Macular hole surgery with alleviated positioning|PROCEDURE: Macular hole surgery with no alleviated positioning,"Frequency of the successes defined by anatomical closure at third postoperative month., during the 3 months",Assistance Publique - Hôpitaux de Paris,69,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2005-08
NCT02423161,PIONEER: Intraoperative and Perioperative OCT Study,https://clinicaltrials.gov/study/NCT02423161,COMPLETED,Retinal Detachment|Epiretinal Membrane|Macular Hole|Fuchs Endothelial Dystrophy,,"Feasibility of intraoperative OCT, Defined as percentage of cases where OCT was successfully able to be obtained during surgery, 3 years",The Cleveland Clinic,750,OBSERVATIONAL,Observational Model: |Time Perspective: p,2011-08
NCT05113212,Damages From Macular Grasping During Vitrectomy Comparing Traditional and 3D Microscope,https://clinicaltrials.gov/study/NCT05113212,COMPLETED,Comparison of 3D Visualization and Microscope for VR Surgery,DEVICE: Macular surgery with NGENUITY surgical display system|DEVICE: Macular surgery with standard operating microscope,"SANFL detection, Post-surgical analysis of SANFL (Swelling of the Arcuate Nerve Fiber Layer) measured on infrared, blue auto-fluorescence images and OCT images of peripapillary region, 2 weeks after surgery","Anna Rita Daniele, MD",64,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-11-19
NCT02748421,Optical Coherence Tomography - Rescan During Dissection of Macular Membranes,https://clinicaltrials.gov/study/NCT02748421,UNKNOWN,Macular Hole|Epiretinal Membrane|Traction Syndrome Vitreomacular|Proliferative Vitreoretinopathy,PROCEDURE: Lumera Microscope with OCT RESCAN|PROCEDURE: Conventional Microscope,"Assess optimal maneuvers in macular membrane dissection, by a questionnaire responded by surgeons (no difficulty, some difficulty, very difficulty), Day 0 (surgical day)",Federal University of São Paulo,30,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: ",2016-05
NCT04116892,Comparative Analysis of Large Macular Hole Surgeries,https://clinicaltrials.gov/study/NCT04116892,UNKNOWN,Macular Holes,PROCEDURE: the Cover group|PROCEDURE: the Fill group|PROCEDURE: the peeling group,"MH status, MH status (open, flat open or closed), at 3 months after surgery|IS/OS line interruption width, IS/OS line interruption width were gauged with spectral-domain optical coherence tomography, at 3 months after surgery|Change from Baseline IS/OS line interruption width at 3 months, IS/OS line interruption width were gauged with spectral-domain optical coherence tomography, at 3 months after surgery|Baseline best-corrected visual acuity, best-corrected visual acuity were gauged with EDTRS charts,recorded in decimals and was converted to logarithm of the minimum angle of resolution units for statistical analysis, at 3 months after surgery|Change from Baseline best-corrected visual acuity at 3 months, best-corrected visual acuity were gauged with EDTRS charts,recorded in decimals and was converted to logarithm of the minimum angle of resolution units for statistical analysis, at 3 months after surgery|visual function, visual function were gauged with national eye institute visual function questionnaire-25((NEI VFQ-25), at 3 months after surgery|Change from Baseline visual function at 3 months, visual function were gauged with national eye institute visual function questionnaire-25((NEI VFQ-25), at 3 months after surgery","Second Affiliated Hospital, School of Medicine, Zhejiang University",100,INTERVENTIONAL,"Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-05-01
NCT03572725,Air Tamponade and Non-supine Positioning in Macular Hole Surgery.,https://clinicaltrials.gov/study/NCT03572725,COMPLETED,Macular Holes,PROCEDURE: Gas tamponade|PROCEDURE: Air tamponade,"Macular hole closure verified on OCT, Macular hole closure verified on OCT after one macular hole intervention, 2 - 8 weeks postoperatively",Helse Stavanger HF,150,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-09-26
NCT00537992,Blue-Blocking IOLs in Combined Surgery,https://clinicaltrials.gov/study/NCT00537992,COMPLETED,Epiretinal Membranes|Macular Holes|Cataract,PROCEDURE: combined surgery,intraoperative conditions for the surgeon (scaled questionnaire) and patients´ outcome,The Ludwig Boltzmann Institute of Retinology and Biomicroscopic Laser Surgery,60,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2004-10
NCT03927430,Surgical Outcome of Macular Membrane Peeling Associated With Significant Macular Drusen,https://clinicaltrials.gov/study/NCT03927430,COMPLETED,Epiretinal Membrane|Macular Holes|Age Related Macular Degeneration,PROCEDURE: pars plana vitrectomy with membrane peeling,"number of patients with CNV, number of patients with CNV (choroidal neovascularization) development, last visit, in common 6 months postoperatively",Klinikum Chemnitz gGmbH,40,OBSERVATIONAL,Observational Model: |Time Perspective: p,2019-01-01
NCT03888625,Compare the Healing Process of Idiopathic Macular Hole With Different Surgical Techniques,https://clinicaltrials.gov/study/NCT03888625,UNKNOWN,Macular Holes,PROCEDURE: Conventional ILM Peeling|PROCEDURE: Inverted ILM Peeling,"Rate of Anatomic closure, Rate of anatomic macular hole closure in the OCT at month 6, Month 6 post operative",Federal University of São Paulo,60,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-06-15
NCT01509092,Comparative Study Between Early Vitrectomy and Observation for Spontaneous Closure of Traumatic Macular Hole,https://clinicaltrials.gov/study/NCT01509092,COMPLETED,Trauma|Macular Hole,PROCEDURE: vitrectomy surgery,"macular hole closure rate, 6 month after injury",Peking University Third Hospital,44,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2012-01
NCT06211907,Small Macular Holes Treated With Air,https://clinicaltrials.gov/study/NCT06211907,NOT_YET_RECRUITING,Macular Holes,DEVICE: Postoperative intraocular tamponade,"Macular hole closure after single surgery, Closure verified on OCT, 4 weeks",Helse Stavanger HF,132,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2024-02-01
NCT04011007,Comparison of Vitrectomy Without Internal Limiting Membrane Peeling Versus Inverted ILM Flap Technique for Macular Hole Retinal Detachment in Highly Myopic Eyes,https://clinicaltrials.gov/study/NCT04011007,COMPLETED,Macular Holes|Retina Detachment,PROCEDURE: vitrectomy with or without inverted ILM flap technique,"visual acuity at one year, 12 months",University of Alexandria,40,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-01-01
NCT05710458,"Performance Comparison of the 25 Gauge 20,000cpm HYPERVIT Dual Blade vs. 10,000cpm ULTRAVIT Vitrectomy Cutter",https://clinicaltrials.gov/study/NCT05710458,COMPLETED,Vitrectomy|Epiretinal Membrane|Macular Hole|Vitreous Hemorrhage|Retinal Detachment,"DEVICE: 25 gauge 20,000 cpm Hypervit Dual Blade|DEVICE: 25 gauge 10,000 cpm Ultravit Vitrectomy Cutter","Duration of Core vitrectomy, Measurement of core vitrectomy duration by Constellation Vision System, intraoperative (From the moment probe enter into the eye till performing the air/fluid exchange to complete the vitrectomy)",The University of Hong Kong,72,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2021-07-01
NCT03646695,ILM Flap Transposition Versus ILM Peeling for Macular Holes: a Pilot Study,https://clinicaltrials.gov/study/NCT03646695,COMPLETED,Macular Holes,PROCEDURE: ILM flap transposition|PROCEDURE: ILM peeling,"closure of the macular hole, closure of the macular hole will be assessed, 3 months",Vienna Institute for Research in Ocular Surgery,20,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-09-01
NCT04346095,Oral Sedation in Vitreoretinal Surgery,https://clinicaltrials.gov/study/NCT04346095,UNKNOWN,Macular Holes|Intraocular Lens Opacification|Vitrectomy|Vitreous Hemorrhage|Retinal Detachment|Epiretinal Membrane|Vitreous Detachment|Intraocular Lens Dislocation,DRUG: Oral Sedatives with or Without Analgesia|DRUG: Intravenous Sedatives with or Without Analgesia,"Patient satisfaction: scale, The patient will complete a survey at the one-day post-operative appointment. The survey consists of statements regarding the surgical procedure and experience with a scale of 1 to 6 demonstrating the patient's agreement or disagreement with the statement. Additional questions regarding the surgery and not using the 1 to 6 model will also be asked in the same survey. There will be 14 questions in the 1-6 scale portion of the survey and 4 additional questions. After all questions have been answered, the scaled questions will be analyzed for an average score out of 6 per patient. Additional questions will be analyzed by percentage of each answer. The scaled questions will be used to determine the non-inferiority of the experimental treatment. Additional questions will not be included in the non-inferiority analysis but results will be included in the study., A patient satisfaction survey will be completed at the one-day post operative appointment.","Rocky Vista University, LLC",80,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-06
NCT03376776,Epiretinal Proliferation in Eyes With Full Thickness Macular Hole,https://clinicaltrials.gov/study/NCT03376776,COMPLETED,Macular Disease,PROCEDURE: Vitrectomy,"Recovery of foveal microstructure, 6 months",Kyorin University,390,OBSERVATIONAL,Observational Model: |Time Perspective: p,2013-03
NCT00555269,Membrane Blue Versus Infracyanine Green,https://clinicaltrials.gov/study/NCT00555269,COMPLETED,Macular Pucker|Macular Hole,,"Visual acuity, macular thickness and peripheral visual field",The Ludwig Boltzmann Institute of Retinology and Biomicroscopic Laser Surgery,30,OBSERVATIONAL,Observational Model: |Time Perspective: p,2004-10
NCT00737074,Macular Hole in Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT00737074,COMPLETED,Macular Hole|Proliferative Diabetic Retinopathy,,"Final opening or closure of macular hole, Six months",National Taiwan University Hospital,23,OBSERVATIONAL,Observational Model: |Time Perspective: p,2002-01
NCT05747144,Multimodal Imaging in Vitreo-retinal Surgery and Macular Dystrophies,https://clinicaltrials.gov/study/NCT05747144,RECRUITING,Macular Holes|Epiretinal Membrane|Retinal Detachment|Macular Dystrophies,DIAGNOSTIC_TEST: Biometry|DIAGNOSTIC_TEST: Retinography (Color) + Autofluorescence (AF)|DIAGNOSTIC_TEST: OCT B-scan and OCT angiography (OCTA)|DIAGNOSTIC_TEST: Microperimetry|DIAGNOSTIC_TEST: Electrophysiological exams,"Predictivity of morphological-functional radiomic data, Rate of predictivity of morphological-functional radiomic data to establish the grade of recovery in the post-operative period by means of an artificial intelligence (AI) machine learning model., 3 years",Fondazione Policlinico Universitario Agostino Gemelli IRCCS,100,OBSERVATIONAL,Observational Model: |Time Perspective: p,2021-01-15
NCT01229657,Evaluation of Anatomic and Visual Outcomes of Initially Closed Macular Holes,https://clinicaltrials.gov/study/NCT01229657,COMPLETED,Macular Holes,,,Sun Yat-sen University,79,OBSERVATIONAL,Observational Model: |Time Perspective: p,2010-03
NCT04655781,Internal Limiting Membrane Peeling on Retinal Displacement,https://clinicaltrials.gov/study/NCT04655781,COMPLETED,Internal Limiting Membrane Peeling,PROCEDURE: idiopathic macular hole (MH) surgery,"T-OD, measurement of temporal vessel to optic disc, preoperation to postoperative 6 months",The First Affiliated Hospital with Nanjing Medical University,20,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2017-01-01
NCT01959776,Asymmetrical Recovery of Cone Outer Segment Tips and Foveal Displacement After Macular Hole Surgery,https://clinicaltrials.gov/study/NCT01959776,COMPLETED,Macular Hole,PROCEDURE: Vitrectomy,"Optical coherence tomography, Anatomical evaluation detected with optical coherence tomography after surgical intervention, one year",Kyorin University,35,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: |Primary Purpose: TREATMENT,2009-07
NCT04404296,"Pars Plana Vitrectomy With 25-gauge 20000 Cpm, Bevel-tip Cutter",https://clinicaltrials.gov/study/NCT04404296,UNKNOWN,Vitrectomy|Retinal Detachment|Vitreous Hemorrhage|Macular Holes|Epiretinal Membrane|Dislocated Intraocular Lens Into Vitreous|Retained Lens Fragments,"DEVICE: 25-gauge, bevel-tip, 20000 cut per minute pars plana vitrectomy","Operative time: Total, From insertion of first trocar to removal of last trocar, measured in seconds using stopwatch, 6 months",Peregrine Eye and Laser Institute,50,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-04-01
NCT01257698,Effect of Topical Aqueous Suppressants on Intraocular Gas Duration Following Pars Plana Vitrectomy,https://clinicaltrials.gov/study/NCT01257698,COMPLETED,Macular Hole|Retinal Detachment,DRUG: Dorzolamide 2%-timolol 0.5% topical eyedrops,"Duration of Intraocular Gas, Patients will self-monitor gas bubble duration and will receive weekly phone calls by the study coordinator until gas disappearance is confirmed., Up to 4 weeks",Mid Atlantic Retina,21,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2010-02
NCT02028481,Air Tamponade in Macular Holes < 400 μm,https://clinicaltrials.gov/study/NCT02028481,COMPLETED,Macular Holes,PROCEDURE: Postoperative air tamponade,"Closure rate of macular hole, 1 month after enrollment",Helse Stavanger HF,13,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-12
NCT02930369,Effects of Different Area of Internal Limiting Membrane Peeling (ILM) Peeling on Anatomical Outcomes in Macular Hole Surgery,https://clinicaltrials.gov/study/NCT02930369,COMPLETED,Macular Hole,PROCEDURE: ILM peeling surgery,"Anatomical closure grades in OCT, 1 year",Peking University People's Hospital,128,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2015-06
NCT03677869,Effects of Pneumatic Vitreolysis on Macular Hole,https://clinicaltrials.gov/study/NCT03677869,COMPLETED,Vitreomacular Traction (VMT)|Full-thickness Macular Holes (MH),DEVICE: Intraocular gas (C3F8),"Proportion of Eyes With Macular Hole Closure of Inner Retinal Layers Without Rescue Vitrectomy, at 8 weeks",Jaeb Center for Health Research,36,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2018-11-14
NCT05287269,Ocular Coherence Tomography During Cataract Assessment,https://clinicaltrials.gov/study/NCT05287269,COMPLETED,Cataract Senile|Macula Hole|Epiretinal Membrane|Age Related Macular Degeneration|Vitreomacular Traction,DIAGNOSTIC_TEST: Ocular Coherence Tomography,"Incidence of occult macular pathologies in the eye referred for cataract surgery, Comparison of slitlamp biomicroscopy fundus finding with ocular coherence tomography (OCT) scan of the macula, During the cataract assessment clinic",Brighton and Sussex University Hospitals NHS Trust,626,OBSERVATIONAL,Observational Model: |Time Perspective: p,2020-11-02
NCT04683276,ILM Inverted Flap Size in Macular Hole,https://clinicaltrials.gov/study/NCT04683276,COMPLETED,Idiopathic Macular Hole,PROCEDURE: pars plana vitrectomy with ILM inverted flap,"rate of macular hole closure, defined as the proportion of the eyes with complete MH closure based on SD-OCT findings, 6 months",Mansoura University,42,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2019-02-01
NCT03618498,Internal Limiting Membrane Flaps for Coexistent Macular Hole and Retinal Detachment,https://clinicaltrials.gov/study/NCT03618498,COMPLETED,Retinal Detachment,PROCEDURE: ILM flaps insertion techniques or free ILM flaps.,"Wilcoxon Sign-Rank test, A statistical comparison of average of two dependent samples, Baseline, 12 months.",Changhua Christian Hospital,10,INTERVENTIONAL,Allocation: |Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2018-03-07
NCT01687829,Macular Hole Surgery With and Without Internal Limiting Membrane Peeling：A Systematic Review and Meta-analysis,https://clinicaltrials.gov/study/NCT01687829,UNKNOWN,Macular Holes,,"Anatomic Success rate, Anatomic success defined as a closed hole without a visible edge or a flat hole without a rim of subretinal fluid., 12 months|Functional Success Rate, Functional Success defined as an improvement of 2 or more Snellen BCVA., 12 month",Yifan Feng,400,OBSERVATIONAL,Observational Model: |Time Perspective: p,2013-01
NCT02691429,Applicability of the Acai Fruit (Euterpe Oleracea) Dye for Chromovitrectomy in Humans,https://clinicaltrials.gov/study/NCT02691429,COMPLETED,Epiretinal Membrane|Macular Hole|Diabetic Retinopathy,OTHER: Acai dye 10%,"ocular inflammation, signs of ocular inflammation, up to 30 days",Federal University of São Paulo,24,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: OTHER",2016-02
NCT01069029,Combined Versus Successive Macular Hole and Cataract Surgery,https://clinicaltrials.gov/study/NCT01069029,COMPLETED,Macular Hole|Visual Acuity,,"Post surgical procedure assessment of Visual acuity, 6 and 12 months post surgery",Centre Hospitalier Universitaire Dijon,120,OBSERVATIONAL,Observational Model: |Time Perspective: p,2006-01
NCT02203929,Preoperative Progression of Macular Holes,https://clinicaltrials.gov/study/NCT02203929,COMPLETED,Macular Holes,,"Macular hole Progression, Serial optical coherence tomography (OCT) measurements in the preoperative period. The size of macular hole is determined by measuring the macular hole minimal linear diameter (µm).

Size and stage of macular hole is determined at primary evaluation at tertiary ophthalmic center. Initial scan is followed by pre-vitrectomy scan if patient is pseudophakic. Initial OCT scan is followed by pre- and postcataract as well as pre-vitrectomy OCT scan if patient is pseudophakic., 3 months preoperative","Glostrup University Hospital, Copenhagen",37,OBSERVATIONAL,Observational Model: |Time Perspective: p,2014-06
NCT01020760,Protocol for RCT of Posturing in Phacovitrectomy for Full Thickness Macular Hole (FTMH),https://clinicaltrials.gov/study/NCT01020760,COMPLETED,Full Thickness Macular Hole,BEHAVIORAL: Face down posture,"estimate variance and effect size order to inform power calculations for further studies., one year",NHS Greater Glasgow and Clyde,30,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2008-09
NCT01226160,Pilot Randomised Controlled Trial of Posturing Following Surgery for Full-thickness Macular Hole,https://clinicaltrials.gov/study/NCT01226160,COMPLETED,Full Thickness Macular Hole,PROCEDURE: Postoperative face-down posturing|PROCEDURE: Postoperative non-posturing group,"Anatomical closure of the macula hole assessed 6 weeks following surgery by ocular coherence tomography., 6 weeks",Moorfields Eye Hospital NHS Foundation Trust,30,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2005-01
NCT00302328,Trial of Prognostic Factors and Surgical Methods for the Treatment of Idiopathic Macular Holes,https://clinicaltrials.gov/study/NCT00302328,COMPLETED,Idiopathic Macular Hole,PROCEDURE: macular hole operation,"Visual Acuity (ETDRS Letters), Visual acuity measured as the number of ETDRS letters at last follow-up, Visual acuity at 12 months","Glostrup University Hospital, Copenhagen",78,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2005-08
NCT05191628,Amniotic Membrane Visio-AMTRIX in Recurrent Macular Hole,https://clinicaltrials.gov/study/NCT05191628,TERMINATED,Macular Holes|Retinal Detachment,BIOLOGICAL: Visio-AMTRIX,"Closure of recurrent macular hole, Macular hole closure evaluated by optical coherence tomography (OCT), 6 months",TBF Genie Tissulaire,12,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-06-10
NCT01969929,Comparison of Postoperative Aqueous Flare After 20G Versus 23G Pars Plana Vitrectomy,https://clinicaltrials.gov/study/NCT01969929,UNKNOWN,Macular Hole|Macular Pucker,PROCEDURE: 20G Vitrectomy|PROCEDURE: 23G vitrectomy,"Alteration of aqueous flare between preoperative and 3-week-postoperative time point, 3 weeks",University of Cologne,100,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE",2013-10
NCT02895594,Outcome of Surgery for Idiopathic Macular Holes,https://clinicaltrials.gov/study/NCT02895594,COMPLETED,Idiopathic Macular Hole,,"Primary closure of macular hole after repair surgery, within six months after surgery",Fondation Ophtalmologique Adolphe de Rothschild,59,OBSERVATIONAL,Observational Model: |Time Perspective: p,2012-01
NCT05517473,Efficacy and Safety Evaluation of MONOBLUE DUAL View and MONOBLUE ILM View Vital Stains,https://clinicaltrials.gov/study/NCT05517473,COMPLETED,Macular Holes|Macular Pucker|Vitreomacular Traction,,"visualization of membranes, visualization of membranes stained based on binary subjective evaluation., intraoperative (surgery day)",Universitaire Ziekenhuizen KU Leuven,100,OBSERVATIONAL,Observational Model: |Time Perspective: p,2022-07-05
NCT05494229,Autologous Blood for Full-thickness Macular Hole,https://clinicaltrials.gov/study/NCT05494229,TERMINATED,Ophthalmopathy,OTHER: Pars-plana vitrectomy,"Anatomical outcome, OCT, The fourth week post-operatively",Omer Othman Abdullah,5,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-09-01
NCT00333060,Study of OT-551 Eye Drops to Prevent or Delay Progression of Nuclear Cataracts Following Vitreous Removal,https://clinicaltrials.gov/study/NCT00333060,TERMINATED,Epiretinal Membrane|Macular Hole,DRUG: OT-551 ophthalmic solution,change in visual acuity|change in lens opacity,Othera Pharmaceuticals,164,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE|Primary Purpose: ",2005-11
NCT04723160,Computer Aided Diagnosis of Multiple Eye Fundus Diseases From Color Fundus Photograph,https://clinicaltrials.gov/study/NCT04723160,COMPLETED,Diabetic Retinopathy|Retinal Vein Occlusion|Retinal Artery Occlusion|Central Serous Chorioretinopathy|Pathologic Myopia|Retinitis Pigmentosa|Epiretinal Membrane|Macular Holes|Nonexudative Age-related Macular Degeneration|Exudative Age Related Macular Degeneration|Suspect Glaucoma|Optic Atrophy|Retinal Detachment,DIAGNOSTIC_TEST: Software assisted imaging diagnosis,"consistent rate of diagnoses, Formula for calculation: consistent rate of diagnoses=number of images with consistent diagnosis/ total number of images × 100%.

Method: the diagnoses from the test group and the control group were compared with diagnoses from the gold standard. For each image, if one or more diagnoses were consistent with those of the gold standard, which means at least one label existed in the intersection of diagnoses from the test group(or the control group)and those from the gold standard, it would be classified as ""image with consistent diagnosis"". Otherwise, it would be classified as ""image without consistent diagnosis"". After above-mentioned steps, the investigators had obtained the number of images with consistent diagnosis in each group. As images with 1-2 labels account for the majority in actual work, the investigators stipulated that each image in both groups could be marked with 3 labels at most in case of invalid improvement in consistent rate owing to multiple selections., through study completion, an average of 1 year",Visionary Intelligence Ltd.,748,OBSERVATIONAL,Observational Model: |Time Perspective: p,2020-08-10
NCT06194760,Evaluation of Vitrectomy With ILM Peeling in Myopic Macular Hole With Only Posterior Retinal Detachment,https://clinicaltrials.gov/study/NCT06194760,ACTIVE_NOT_RECRUITING,Retinal Detachment,PROCEDURE: Vitrectomy with ILM peeling,"Closure of macular hole, It is a subjective outcome measured by Optical coherence tomography and by clinical slit lamb examination, 6 months post operative|BCVA, It is a measure of the visual acuity, which will be measured by LogMar, baseline|BCVA, It is a measure of the visual acuity, which will be measured by LogMar, 6 months postoperative|BCVA, It is a measure of the visual acuity, which will be measured by LogMar, 12 months postoperative",Al-Azhar University,13,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-01-01
NCT03287102,Macular Hole Surgery With Temporal Inverted Internal Limiting Membrane Flap (MARTIAL),https://clinicaltrials.gov/study/NCT03287102,UNKNOWN,Macula Hole,PROCEDURE: Macular hole surgery,"Number of dimples on optical coherence tomography, Incidence of DONFL appearance, 3 months after surgery","Central Hospital, Nancy, France",130,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2018-02-01
NCT01627977,"Association of Lutein, Zeaxanthin and Brilliant Blue in Chromovitrectomy",https://clinicaltrials.gov/study/NCT01627977,COMPLETED,Epiretinal Membrane|Macular Hole|Proliferative Diabetic Retinopathy,"OTHER: Dye of Lutein, Zeaxanthin and Brilliant Blue","Visibility of the membrane after injection of the dye, The visibility of the membrane after injection of the dye should be graduated by the physician as Bad, OR Fair, OR Good, OR Very Good, during the surgery",Federal University of São Paulo,18,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2012-10
NCT03332758,"Inflammasomes in Cell Death in FTMH, ERM, and RRD",https://clinicaltrials.gov/study/NCT03332758,COMPLETED,Retinal Detachment|Full Thickness Macular Hole|Epiretinal Membrane,PROCEDURE: Pars plana vitrectomy|PROCEDURE: External drainage,"Presence of inflammasomes and their active products, Presence of inflammasomes and their active products in patients with retinal detachment treated with vitrectomy or external drainage, macular holes treated with vitrectomy, and epiretinal membranes treated with vitrectomy, Day of surgery","Allen C. Ho, MD",41,OBSERVATIONAL,Observational Model: |Time Perspective: p,2017-09-08
NCT02644694,PK Study of Iontophoretic Dexamethasone Phosphate Ophthalmic Solution in Patients Undergoing Vitrectomy,https://clinicaltrials.gov/study/NCT02644694,COMPLETED,Vitrectomy,DRUG: Dexamethasone Phosphate Ophthalmic Solution,"Concentration of dexamethasone, Vitreous humor samples will be analyzed for dexamethasone concentrations, Day 1|Concentration of dexamethasone phosphate, Vitreous humor samples will be analyzed for dexamethasone phosphate concentrations, Day 1","Eyegate Pharmaceuticals, Inc.",10,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2016-03
NCT02683694,Characteristics and Limitations of Intraoperative OCT Supported Membrane Peeling in Macular Diseases,https://clinicaltrials.gov/study/NCT02683694,COMPLETED,Macular Diseases,DEVICE: iOCT,"peeling without staining, number of patients that could be peeled without use of a dye, intraoperative (10-15 minutes)",Vienna Institute for Research in Ocular Surgery,81,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2015-02
NCT01266746,Optical Coherence Tomography in Gas-filled Eyes,https://clinicaltrials.gov/study/NCT01266746,COMPLETED,Macular Hole,PROCEDURE: Vitreous surgery,"macular hole closure detected by spectral domain optical coherence tomography, The maular hole closure in eyes with intravitreal gas is detected by spectral domain optical coherence tomography, Change from preoperative status up to postoperative day 30.",Kyorin University,37,OBSERVATIONAL,Observational Model: |Time Perspective: p,2009-04
NCT03917602,Human Amniotic Membrane Plug for Large Macular Holes,https://clinicaltrials.gov/study/NCT03917602,COMPLETED,Macular Holes,PROCEDURE: human amniotic membrane plug with vitrectomy,"closure of the macular hole, closure of the macular hole as shown by optical coherence tomography, at the 6 month follow up visit",University of Alexandria,15,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-05-11
