NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT03629210,Combination OZURDEX® & EyLea® vs. OZURDEX® Monotherapy in IncompLete-Responders wIth Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT03629210,WITHDRAWN,Diabetic Macular Edema,DRUG: OZURDEX|BIOLOGICAL: Eylea,"Central Subfield Thickness, Foveal central subfield (FCS) thickness is defined as the average thickness in the central 1mm diameter circle of the ETDRS grid., At 24 Weeks",Pradeepa Yoganathan,0,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2019-09
NCT05847088,Intravitreal Dexamethasone Implant for Refractory Diabetic Macular Edema:,https://clinicaltrials.gov/study/NCT05847088,COMPLETED,Diabetic Macular Edema,DRUG: Intravitreal Dexamethasone Implant for refractory Diabetic macular edema:,"Change in Central macular thickness (in microns) (CMT change ), Change in Central macular thickness (in microns) (CMT change ), between baseline and 6 months|Change in Best corrected visual acuity (BCVA change) ), lines of Change in Best corrected visual acuity (BCVA change) ), between baseline and 6 months",Dar El Oyoun Hospital,58,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-02-15
NCT03495765,To Evaluate the Comparative Efficacy of Lucentis (Ranibizumab) 0.5mg Intravitreal Injection in Patients With Diabetic Macular Oedema (DME) With Well Controlled and Poorly Controlled Diabetes Mellitus,https://clinicaltrials.gov/study/NCT03495765,COMPLETED,Diabetic Macular Oedema,DRUG: Ranibizumab,"The primary endpoint for the study will be the mean change in best-corrected visual acuity (BCVA) from baseline to the mean level at Month 12., 12 months",Marsden Eye Specialists,160,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2011-03
NCT00168389,A Study of the Safety and Efficacy of a New Treatment for Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00168389,COMPLETED,Diabetic Macular Edema,DRUG: Dexamethasone|OTHER: Sham,"Percentage of Patients With a Best Corrected Visual Acuity (BCVA) Improvement of ≥15 Letters From Baseline in the Study Eye, BCVA is measured using an eye chart and is reported as the number of letters read correctly (ranging from 0 to 100 letters) in the study eye. The lower the number of letters read correctly on the eye chart, the worse the vision (or visual acuity). An increase in the number of letters read correctly indicates improvement and a decrease in the number of letters read correctly indicates a worsening., Baseline, Month 39/Final Visit",Allergan,494,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2005-02
NCT04576689,"Safety and Efficacy of IBE-814 Intravitreal (IVT) Implant - A Sustained, Low Dose Dexamethasone Therapy",https://clinicaltrials.gov/study/NCT04576689,ACTIVE_NOT_RECRUITING,Diabetic Macular Oedema|Retinal Vein Occlusion With Macular Oedema,DRUG: IBE-814 70ug|DRUG: IBE-814 140ug,"Best Corrected Visual Acuity, Mean change in LogMAR best corrected visual acuity in the study eye, Measurements from baseline to 6 months (24 weeks)|Central Subfield Thickness, Mean change in central subfield thickness on optical coherence tomography, Measurements from baseline to 6 months (24 weeks)|Ocular and Non-Ocular Treatment Emergent Adverse Events, Number of ocular and non-ocular treatment emergent adverse events, summarized at the patient level by system organ class and preferred term, Baseline through 18 months|Study Drug-Related Ocular Adverse Events, The number of study drug-related ocular adverse events, summarized separately for study and fellow eyes, by system organ class and preferred term, Baseline through 18 months|Drug-Related Adverse Events, Drug-related adverse events including: a) any new rise in intraocular pressure \>27 mmHg in the study eye, at any visit; b) requirement for additional neuroprotective or IOP-lowering therapy, at any visit; c) requirement for surgery to reduce IOP, at any visit; d) any new diagnosis of cataract or significant lens opacification at any visit, significant worsening of cataract in the study eye during the study., Baseline through 18 months|Post-Injection Complications, Post-injection complications including worsening visual acuity, change in vision, worsening macular oedema, vitreous hemorrhage, retinal tear or detachments, inflammation, IOP alterations, Baseline through 18 months|Adverse Events, Frequency and severity of adverse events throughout the primary outcome assessment period, Baseline through 18 months",Ripple Therapeutics Pty Ltd,60,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-10-30
NCT04692688,Study of the Safety and Efficacy of APX3330 in Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT04692688,COMPLETED,Diabetic Retinopathy|Diabetic Macular Edema|NPDR - Non Proliferative Diabetic Retinopathy|PDR - Proliferative Diabetic Retinopathy,DRUG: APX3330|DRUG: Placebo,"Percent of Subjects with an improvement in Diabetic Retinopathy Severity Score (DRSS), Percent of subjects with a ≥ 2-step improvement in DRSS in the study eye, 24 Weeks","Ocuphire Pharma, Inc.",103,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-04-08
NCT02259088,"A 12-month, Randomized, Efficacy and Safety Study of 0.5 mg Ranibizumab vs Laser in Chinese Diabetic Macular Edema (DME) Patients",https://clinicaltrials.gov/study/NCT02259088,COMPLETED,Diabetic Macular Edema|Visual Impairment,DRUG: Ranibizumab (RFB002)|PROCEDURE: Laser|DRUG: Sham injection|PROCEDURE: Sham laser,"Mean Average Change From Baseline in Best-Corrected Visual Acuity (BCVA) (Letters) to Month 1 Through 12, Visual acuity with eyeglasses was assessed in a sitting position using Early Treatment Diabetic Retinopathy Study (ETDRS)-like charts at an initial testing distance of 4 meters. A letter score was calculated based on the number of letters correctly identified at the specified distance. Twelve monthly BCVA values were averaged \[(Month1+Month2+...+Month12)/12\], and the baseline BCVA value was subtracted from the average. A positive change value indicates an improvement in visual acuity, while a negative change value indicates a worsening. One eye (study eye) contributed to the analysis., Baseline, Monthly from Month 1 through Month 12",Novartis Pharmaceuticals,384,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2014-11-05
NCT01766362,Incidence of Macular Edema After Panretinal Photocoagulation (PRPC) Performed in a Single Session Versus Four Sessions in Diabetic Patients.,https://clinicaltrials.gov/study/NCT01766362,COMPLETED,Diabetes Type 1 or 2 With Diabetic Retinopathy,PROCEDURE: PRPC using Pascal laser,"Macular thickness, Central macular thickness at 9 months after the start of PRPC using Pascal laser., 9 months after the start of traitement",Centre Hospitalier Universitaire Dijon,83,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2011-10
NCT03984110,"The Use of a Combination of Ozurdex and Eylea Versus Eylea Monotherapy for Diabetic Macular Edema: A Prospective, Comparative Trial (COED Trial)",https://clinicaltrials.gov/study/NCT03984110,UNKNOWN,Diabetic Macular Edema,DRUG: Ozurdex|DRUG: Eylea,"Central Subfield Thickness, Change in Central Subfield Thickness on OCT, 48 weeks",Texas Retina Associates,50,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-06-11
NCT01661946,Bloodstream Absorption of Avastin and Lucentis After Injection Into the Eye,https://clinicaltrials.gov/study/NCT01661946,COMPLETED,Diabetic Macular Edema,DRUG: Bevacizumab|DRUG: Ranibizumab,"Maximum Concentration (Cmax) of Anti-VEGF Antibody, The serum concentrations of anti-VEGF antibody (bevacizumab or ranibizumab) will be measured pre-injection as well as at various time points after injection (1 day, 1 week, 2 weeks, 1 month). These time points are selected based on previously completed animal studies. The Cmax will be compared between bevacizumab and ranibizumab., 1 month",Queen's University,10,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2012-08
NCT00371410,"Sequentially Combined Vitrectomy, IVTA and Macular Focal Laser Photocoagulation for Diabetic Macular Edema",https://clinicaltrials.gov/study/NCT00371410,COMPLETED,Diabetic Macular Edema,PROCEDURE: vitrectomy|DRUG: intravitreal triamcinolone acetonide|PROCEDURE: macular focal laser photocoagulation,Best-corrected visual acuity|Central macular thickness,Samsung Medical Center,,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2005-04
NCT05083689,Combined Intravitreal Bevacizumab With Topical Timolol-Dorzolamide Eye Drops in Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT05083689,UNKNOWN,Diabetic Macular Edema,DRUG: Injections of 1.25 mg of intravitreal bevacizumab with Timolol and Dorzolamide|DRUG: Injections of 1.25 mg of intravitreal bevacizumab with artificial tears,"Central macular thickness, Measured by EDI-OCT, 1 month",Shahid Beheshti University of Medical Sciences,62,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2021-10-06
NCT05610488,Intravitreal Faricimab in Diabetic Macular Edema With Limited Response to Aflibercept,https://clinicaltrials.gov/study/NCT05610488,NOT_YET_RECRUITING,Diabetic Macular Edema,"DRUG: FARICIMAB 6 Mg in 0.05 mL INTRAVITREAL INJECTION, SOLUTION [VABYSMO]","maximum treatment interval with intravitreal faricimab at month 12., maximum treatment interval with intravitreal faricimab at month 12., 12 months",Vista Klinik,30,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-11
NCT05731089,IVI Aflibercept Before and After Phaco in DME.,https://clinicaltrials.gov/study/NCT05731089,COMPLETED,Diabetic Macular Edema,PROCEDURE: Phacoemulsification with IVI of aflibercept,"resolving of macular edema, change in central macular thickness, Sixth month",Al Hadi Hospital,40,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2019-09-01
NCT05529589,Comparison of Restoration in Vitreous Hemorrhage Patients With DME After or Not Removing Inner Limiting Membrane,https://clinicaltrials.gov/study/NCT05529589,RECRUITING,Macular Edema Due to Diabetes Mellitus|Vitreous Hemorrhage,,"Thickness change of retinal macular area, measurement of thickness of retinal macular area with macular optical coherence tomography after operation (0 day, 1 week, 1 months, 3 months, 6 months, 12 months), 12 months|Change of visual acuity, measurement of distance visual acuity with subjective refraction after operation (0 day, 1 week, 1 month, 3 months, 6 months, 12 months), 12 months","Second Affiliated Hospital, School of Medicine, Zhejiang University",120,OBSERVATIONAL,Observational Model: |Time Perspective: p,2023-02-10
NCT01213888,Trientine Hydrochloride for the Prevention of Macular Edema Associated With Pan-retinal Photocoagulation for Severe Non-proliferative and Proliferative Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT01213888,TERMINATED,Diabetic Retinopathy,DRUG: Trientine Hydrochloride|DRUG: Oral placebo capsules,"To evaluate the effect of a copper chelator in suppressing post-PRP macular edema in eyes with retinal neovascularization., The treatment effect will be measured by assessing changes in photoreceptor function (via visual acuity and contrast sensitivity) as well as retinal inflammation and thickening (via Fluorescein Angiography and Ocular Coherence Tomography).",University of British Columbia,3,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: ",2010-11
NCT00989989,Efficacy and Safety of Ranibizumab (Intravitreal Injections) in Patients With Visual Impairment Due to Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00989989,COMPLETED,Diabetic Macular Edema,DRUG: Ranibizumab|PROCEDURE: Laser photocoagulation|DRUG: Sham ranibizumab|PROCEDURE: Sham laser photocoagulation,"Average Change From Baseline of Best-Corrected Visual Acuity (BCVA) Over 12 Months (From Month 1 to Month 12 Compared to Baseline), Best-Corrected Visual Acuity (BCVA) letters was measured using Early Treatment Diabetic Retinopathy Study (EDTRS)-like chart while participants were in a sitting position at a testing distance of 4 meters. The range of EDTRS is 0 to 100 letters. A positive average change from baseline of BCVA indicates improvement., 12 months",Novartis,396,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2009-09
NCT03975088,Sub-macular Injection of Ranibizumab as a New Surgical Treatment for Refractory Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT03975088,COMPLETED,Diabetic Macular Edema,PROCEDURE: Sub-macular injection of Ranibizumab,"The primary endpoint for this study was the change in CMT at the final visit., Central macular thickness, at the 6 month follow up visit",University of Alexandria,19,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2017-01-01
NCT02665689,Influence of Diabetes Control on Treatment of Diabetic Macular Edema With Ranibizumab,https://clinicaltrials.gov/study/NCT02665689,TERMINATED,"Visual Acuity Reduced Transiently|Macular Edema, Cystoid",DRUG: ranibizumab,"Difference of Best Corrected Visual Acuity Measured in ETDRS Letters Score Between Month 12 Baseline Visit, Measured by the difference in ETDRS letters score between month 12 and baseline according to internal guideline of Charité department of ophthalmology., Baseline to 12 months",Prof. Dr. Antonia M. Joussen,4,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2016-01-18
NCT04543331,Observational Study to Evaluate Fluid Resolution and Effectiveness in Patients Receiving Beovu in Neovascular Age-related Macular Degeneration and Visual Impairment Due to Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT04543331,RECRUITING,Neovascular Age-related Macular Degeneration (nAMD)|Diabetic Macular Edema (DME),DRUG: brolucizumab,"Percentage of patients' eyes that are absent of subretinal fluid (SRF) and intra-retinal fluid (IRF), This outcome measure is part of the BLUE SKY AMD module. This primary study objective will be addressed considering treatment naïve and pre-treated patient eyes, analyzed as two independent groups (naïve and switch)., Month 12|Mean change in visual actuity (VA) under clinic specific routine treatment schemes, This outcome measure is part of the BIRL module. This primary study objective will be addressed considering treatment naïve patient eyes.

Index date (Baseline): defined as the date of the first anti-VEGF injection (brolucizumab) in patient eye., Baseline, month 12|Morphological CNV-Changes under clinic specific routine treatment schemes, This outcome measure is part of the BIRL module. This primary study objective will be addressed considering treatment naïve patient eyes.

Index date (Baseline): defined as the date of the first anti-VEGF injection (brolucizumab) in patient eye., Baseline, month 12|Percent of patients maintained on q12w dosing after loading through Week 52, This outcome measure is part of the BLUE SKY DME module. This primary study objective will be addressed considering treatment naïve patient eyes included in the study., After loading, month 12|Change in interval length from last interval before switch (baseline) to last interval at end of follow-up (12 months), This outcome measure is part of the BLUE SKY DME module. This primary study objective will be addressed considering pre-treated patient eyes. Index date (Baseline): defined as the date of the first anti-VEGF injection (brolucizumab) in patient eyes., Baseline, month 12",Novartis Pharmaceuticals,900,OBSERVATIONAL,Observational Model: |Time Perspective: p,2020-11-05
NCT00571142,Vitrectomy and Bevacizumab for Diffuse Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00571142,UNKNOWN,* Diffuse Diabetic Macular Edema,PROCEDURE: Bevacizumab + Pars plana vitrectomy|PROCEDURE: Bevacizumab + pars plana vitrectomy,"Retinal thickness, 3 months",Asociación para Evitar la Ceguera en México,20,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2007-11
NCT05512962,Oxulumis® Suprachoroidal Microcatherization of Triesence® in Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT05512962,ACTIVE_NOT_RECRUITING,Diabetic Macular Edema,DRUG: Triamcinolone Acetonide|DEVICE: Semi-automated Suprachoroidal Microcatheter,"Frequency of ocular adverse events, systemic adverse events, serious, and treatment-emergent non-serious adverse events, Treatment-emergent adverse events are defined as an event that emerges following administration of Triesence® with the Oxulumis® microcatheter administered at Visit 2 (Baseline, Day 0), 24 Weeks|Frequency of adverse device effects and frequency of serious adverse device effects, Adverse device effects and serious adverse device effects are defined as effects that emerge following the administration of the Oxulumis® microcatheter at Visit 2 (Baseline, Day 0), 24 Weeks",Oxular Limited,20,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2022-08-31
NCT02121262,A Safety and Efficacy Study of Dexamethasone Versus Laser Photocoagulation in Participants With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02121262,COMPLETED,Macular Edema,DRUG: Dexamethasone|PROCEDURE: Laser Photocoagulation,"Average Change From Baseline (CFB) in Best Corrected Visual Acuity (BCVA) in the Study Eye, BCVA was measured using an eye chart and is reported as the number of letters read correctly using the ETDRS Scale (ranging from 0 to 100 letters) in the study eye. The lower the number of letters read correctly on the eye chart, the worse the vision (or visual acuity). An increase in the number of letters read correctly means that vision has improved. The eligible eye with worse visual acuity was selected as the study eye. The average change was computed by subtracting the baseline BCVA from the area under the BCVA curve (AUC) divided by the total follow-up time for each participant. Analysis of covariance (ANCOVA) model was used for the analysis., Baseline to Month 12",Allergan,284,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2016-01-08
NCT04087746,Comparison of Aflibercept Versus Ranibizumab in Management of Diabetic Macular Edema (DME),https://clinicaltrials.gov/study/NCT04087746,COMPLETED,Diabetic Macular Edema,DRUG: Aflibercept|DRUG: Ranibizumab,"measuring the main change in visual acuity, measuring the main change in visual acuity in logarithm of the minimum angle of resolution (log MAR) using projector chart as functional outcome, 2 years",Minia University,400,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2017-01
NCT05607810,Long-Term Follow-up Study of ADVM-022 in DME (INFINITY-EXT),https://clinicaltrials.gov/study/NCT05607810,ENROLLING_BY_INVITATION,Diabetic Macular Edema|Diabetic Retinopathy,GENETIC: ADVM-022,"Incidence of ocular and non-ocular adverse events (AEs), 168 Weeks|Severity of ocular and non-ocular AEs, 168 Weeks","Adverum Biotechnologies, Inc.",22,OBSERVATIONAL,Observational Model: |Time Perspective: p,2022-08-10
NCT01824862,Reduction of Foveal Sensitivity in Eyes With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01824862,COMPLETED,Diabetic Retinopathy|Clinically Significant Macular Edema,,"foveal sensitivity, the ability of the fovea to perceive a light stimulus in 16 central points, which is measured in dB with a 10 degree central macular perimetry, 1 day",Hospital Juarez de Mexico,60,OBSERVATIONAL,Observational Model: |Time Perspective: p,2013-01
NCT01692938,Evaluation of the Precision of the Microperimetry Function of the Spectral OCT/SLO,https://clinicaltrials.gov/study/NCT01692938,COMPLETED,Age-Related Macular Degeneration|Geographic Atrophy|Diabetic Retinopathy|Macular Edema|Retinal Vein Occlusion|Central Serous Retinopathy|Pattern Dystrophy of Macula|Epiretinal Membrane|Macular Hole,,"Standard Deviation and Mean Test Results of Normal and With Pathology Participants Taken by 3 Different Operator-device Configurations, A precision study was conducted that used 3 devices (each with a different operator). Each device was used to measure 4 normal subjects and 4 subjects with relevant eye pathology, with a total of 24 subject eyes (12 normal, 12 with pathology) measured across all three devices. For each subject, one eye was evaluated using 3 tests with repositioning at the start of each test. Test results were given in decibels which is the unit used in microperimetry testing. Overall mean and standard deviation in decibels were calculated for the two groups: normal and with pathology., 1 Month|Repeatability of Microperimetry Tests in Normal and With Pathology Participants Based on 3 Microperimetry Tests Taken for Each Participant for a Given Operator-device Combination., A precision study was conducted that used 3 devices (each with a different operator). Each device was used to measure 4 normal subjects and 4 subjects with relevant eye pathology, with a total of 24 subject eyes (12 normal, 12 with pathology) measured across all three devices. Test results were given in decibels as that is the standard measurement in microperimetry testing. For each subject, one eye was evaluated using 3 microperimetry tests with repositioning at the start of each test. Overall Repeatability SD and Repeatability SD Limit were calculated for the two groups: normal and with pathology., 1 Month","Optos, PLC",32,OBSERVATIONAL,Observational Model: |Time Perspective: p,2012-10
NCT01573572,Extension Study to Gather Data on Effect of Macugen on the Corneal Endothelium,https://clinicaltrials.gov/study/NCT01573572,COMPLETED,Age-Related Macular Degeneration|Retinal Vein Occlusion|Diabetic Macular Edema,DRUG: pegaptanib sodium injection,"Change From Baseline in Mean Endothelial Cell Density, The effect on the corneal endothelium will be assessed by specular microscopy, by assessing mean cell density change from baseline. This is to evaluate that there are no adverse effects on the corneal endothelium following intravitreal injections of Macugen., Baseline, Week 54",Bausch & Lomb Incorporated,131,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2010-04-22
NCT01486238,Pegaptanib for Retinal Edema Secondary to Diabetic Vascular Disease(Preserve) Study,https://clinicaltrials.gov/study/NCT01486238,COMPLETED,Diabetic Macular Edema,DRUG: Macugen® pegaptanib sodium,"Proportion of Subjects Who Gain Two or More Lines in Best Corrected Visual Acuity(BCVA) Score in the Study Eye Compared With Baseline., The primary efficacy outcome measure is the proportion of subjects who gain two or more lines in BCVA score in the Study Eye compared with baseline at 24 weeks. The BCVA is to be measured using the Early Treatment Diabetic Retinopathy Study (ETDRS) protocol., 24 weeks",Valley Retina Institute,72,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2009-04
NCT03973138,Visual Outcomes and the Predictive Factors in Chinese Patients With Diabetic Macular Edema Treated With Ranibizumab,https://clinicaltrials.gov/study/NCT03973138,UNKNOWN,Diabetic Macular Edema,DRUG: Ranibizumab,"Best-corrected visual acuity, changes of best-corrected visual acuity, one year",Sun Yat-sen University,100,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2015-01-01
NCT02571972,"Dorzolamide-timolol Drops With Injections to Treat AMD, RVO or DME.",https://clinicaltrials.gov/study/NCT02571972,COMPLETED,Wet Macular Degeneration|Age-related Macular Degeneration|Diabetic Macular Edema|Retinal Vein Occlusion,DRUG: Dorzolamide-timolol,"Mean Central Subfield Thickness (CST), Mean central subfield thickness (CST) on spectral domain optical coherence tomography (SD-OCT) on 1 visit prior to enrollment and all visits subsequent to study enrollment, 3 visits (8-12 weeks)",Wills Eye,14,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2015-02-01
NCT03917472,Efficacy and Safety of Brolucizumab vs Aflibercept in Patients With Visual Impairment Due to Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT03917472,COMPLETED,Diabetic Macular Edema,DRUG: Brolucizumab|DRUG: Aflibercept,"Change From Baseline in Best-corrected Visual Acuity (BCVA) at Week 52, BCVA will be assessed using Early Treatment Diabetic Retinopathy Study (ETDRS) visual acuity testing charts.

Visual function of the study eye was assessed using the ETDRS protocol. Participants with a BCVA ETDRS letter score of 73 to 23 (per the inclusion criteria) (approximate Snellen equivalent of 20/40 to 20/320) in the study eye were included.

Min and max possible scores are 0-100 respectively. A higher score represents better functioning.

Last observation carried forward (LOCF) was used for the imputation of missing values., Baseline, Week 52",Novartis Pharmaceuticals,517,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2019-07-17
NCT02646072,Effect of Preoperative Topical Ketorolac on Aqueous Cytokine Levels and Macular Thickness in Cataract Surgery Patients,https://clinicaltrials.gov/study/NCT02646072,COMPLETED,"Cystoid Macular Edema, Postoperative|Diabetes Mellitus",DRUG: Ketorolac tromethamine ophthalmic solution 0.45%,"Level of aqueous inflammatory cytokines post treatment as assessed using Bio-plex Pro Assays, Aqueous samples were analyzed at the same after complete samples collection., 9 months",University of Malaya,80,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2014-08
NCT01698788,Effect of Intraoperative Dexamethasone Implant in Taut Posterior Hyaloid Removal in Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01698788,COMPLETED,Diabetic Macular Edema|Vision Disorders,DRUG: Dexamethasone Drug delivery system (Ozurdex),"change in central macular thickness, The primary outcome measure is the change in the central macular thickness, either an increase or decrease, as measured by optical coherence tomography as compared to the preoperative thickness, Baseline to 3 months",Postgraduate Institute of Medical Education and Research,5,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2011-05
NCT00367133,Intravitreal Triamcinolone Acetonide Versus Laser for Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT00367133,COMPLETED,Diabetic Macular Edema,PROCEDURE: Standard of Care Group|DRUG: 1mg triamcinolone acetonide|DRUG: 4mg triamcinolone acetonide,"Change In Visual Acuity [Measured With Electronic-Early Treatment Diabetic Retinopathy Study (E-ETDRS)]Baseline to 2 Years., Change in best correct visual acuity letter score as measured by a certified tester using an electronic visual acuity testing machine based on the Early Treatment Diabetic Retinopathy Study (ETDRS) method. A positive change denotes an improvement. Best value on the scale 97, worst 0., Baseline to 2 Years|Median Change in Visual Acuity Baseline to 2 Years, Change in best correct visual acuity letter score as measured by a certified tester using an electronic visual acuity testing machine based on the Early Treatment Diabetic Retinopathy Study (ETDRS) method. A positive change denotes an improvement., Baseline to 2 Years|Distribution of Change in Visual Acuity Baseline to 2 Years, Change in best correct visual acuity letter score as measured by a certified tester using an electronic visual acuity testing machine based on the Early Treatment Diabetic Retinopathy Study (ETDRS) method., baseline to 2 years",Jaeb Center for Health Research,840,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2004-07
NCT00346983,Macugen to Prevent Worsening of Macular Edema Following Cataract Surgery in Diabetics,https://clinicaltrials.gov/study/NCT00346983,TERMINATED,Cystoid Macular Edema,DRUG: Pegaptanib sodium|DRUG: Control,"Proportion of subjects avoiding 15 letters (3 lines) of best-corrected distance visual acuity loss at 18 weeks after cataract surgery. Distribution of visual acuity changes at 18 weeks after cataract surgery, 1 to 18 weeks post-cataract surgery|Distribution of absolute levels of distance visual acuity at 18 weeks after cataract surgery, 1 to 18 weeks post-cataract surgery|Analysis of time to 15 letter improvement of best-corrected distance visual acuity through 18 weeks after cataract surgery using a 2-state stochastic model to account for events and recoveries from events, 1 to 18 weeks post-cataract surgery",Johns Hopkins University,4,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2006-06
NCT02472366,"A Non-Randomized, Open-Label, Single Center Phase 4 Study of the Effect and Safety of ILUVIEN® in Chronic Diabetic Macular Edema Patients Considered Insufficiently Responsive to Available Therapies (Laser, Anti-VEGF) With or Without Intravitreal Corticosteroid Therapy",https://clinicaltrials.gov/study/NCT02472366,COMPLETED,Chronic Diabetic Macular Edema,DRUG: ILUVIEN,"Changes in Best Corrected Visual Acuity From Baseline, Best Corrected Visual Acuity is measured using an ETDRS eye chart and is reported as the number of letters read correctly in the study and/or fellow eye., Change from Baseline to 12 months post ILUVIEN administration",Alimera Sciences,16,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2014-01
