NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Primary Outcome Measures,Sponsor,Enrollment,Study Type,Study Design,Start Date
NCT00969293,Study to Assess the Safety and Tolerability of a Single Administration of FOV2302 (Ecallantide) in Patients With Macular Edema Associated With Central Retinal Vein Occlusion,https://clinicaltrials.gov/study/NCT00969293,TERMINATED,Macular Edema|Central Retinal Vein Occlusion,DRUG: FOV2302 (Ecallantide),"Safety and tolerability parameters to determine MTD: 1. Systemic parameters: adverse events (AEs), coagulation parameters (APTT, ACT) 2. Ophthalmologic parameters: BCVA, OCT, ocular inflammation, IOP, 3 months post-dose",Fovea Pharmaceuticals SA,11,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2009-09
NCT01541449,Plaqenil Role in Prevention of Age Related Macular Degeneration,https://clinicaltrials.gov/study/NCT01541449,UNKNOWN,Age Related Macular Degeneration,,,Ziv Hospital,30,OBSERVATIONAL,Observational Model: |Time Perspective: p,2012-01
NCT00369863,"A Randomized, Placebo-Controlled Clinical Trial of Intravitreal Triamcinolone for Refractory Diabetic Macular Edema",https://clinicaltrials.gov/study/NCT00369863,COMPLETED,Diabetic Macular Edema,DRUG: Triamcinolone acetonide,Central macular thickness,Shahid Beheshti University of Medical Sciences,76,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE|Primary Purpose: TREATMENT,2002-06
NCT05913063,Direct Discrimination of Quantum States by the Human Eye,https://clinicaltrials.gov/study/NCT05913063,RECRUITING,Age-Related Macular Degeneration,DEVICE: Structured Light Imaging Microscopy,"Perception of the structured light, Assessment of the participant's ability to see the entoptic phenomena created using the structured light (SL) - orbital angular momentum (OAM) coupled polarized light. Various SL vortex and radial patterns will be projected using the custom research-based laser optical setup, Approximately 10 minutes, Screening and Training day (Session 1)|Radius of the radial retinal polarizer, Calculation of the radius of the central obstruction. From a total of 14 reversal trials, the six last values of the mask size will be used for the calculation of the threshold mask size mean (r mean). The standard deviation will be computed from the variance of these last six trials, Approximately 30 minutes, on the completion of the study (Session 6)",Centre for Eye and Vision Research,50,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2023-06-26
NCT05699759,Safety and Effect of Intravitreal Injection of a Derivative of Nucleoside Reverse Transcriptase Inhibitor in Subjects With Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT05699759,RECRUITING,Diabetic Macular Edema,DRUG: K8,"Mean change in central subfield thickness, Central subfield thickness (CST) measured on spectral domain-optical coherence tomography (SD-OCT), At week 4 (change as measured from baseline)|Mean change in best-corrected visual acuity (BCVA), best-corrected visual acuity as defined by the number of letters read on the scale set by the ETDRS (Early Treatment of Diabetic Retinopathy Study). (More letters read equates to better visual acuity), At week 4 (change as measured from baseline)|Adverse Events, Frequency of participants experiencing ocular or systemic adverse events., Within the study period (of 24 weeks)",Michelle Abou-Jaoude,5,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-02-28
NCT01471054,Dexamethasone Intravitreal Implant for Treatment of Macular Edema After Plaque Radiotherapy of Uveal Melanoma,https://clinicaltrials.gov/study/NCT01471054,TERMINATED,Macular Edema|Cystoid Macular Edema|Uveal Melanoma|Radiation Maculopathy|Radiation Retinopathy,DRUG: Ozurdex|DRUG: Bevacizumab,"Number of Participants for Whom Study Eye Showed >=2 Lines of Improvement in Best-corrected Visual Acuity, The number of participants that developed 2 or more lines of visual acuity improvement in the study eye. Visual acuity was measured with Snellen eye chart placed 10 feet away from the patient., At 12 months",Arman Mashayekhi,6,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2014-04
NCT00918554,Efficacy Study of Methotrexate to Treat Sarcoid-associated Uveitis,https://clinicaltrials.gov/study/NCT00918554,TERMINATED,Sarcoid-associated Uveitis|Ocular Sarcoidosis|Macular Edema,DRUG: Methotrexate|DRUG: Placebo,"Percentage of macular oedema relapses. Every two weeks for five months, the amount of macular oedema will be assessed by Optical Coherence Tomography., at 26 weeks",Assistance Publique - Hôpitaux de Paris,7,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2009-09
NCT00763659,Long Term Effects of Lutein/Zeaxanthin and Omega-3- Supplementation on Optical Density of AMD Patients (LUTEGA),https://clinicaltrials.gov/study/NCT00763659,COMPLETED,Age Related Maculopathy,DIETARY_SUPPLEMENT: Lutein/ Zeaxanthin + Omega-3-FA|DIETARY_SUPPLEMENT: Lutein/ Zeaxanthin + Omega-3-FA|DIETARY_SUPPLEMENT: Placebo,"Optical density of macular pigment, 12 months",University of Jena,172,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2008-05
NCT01242254,A Study Assessing the Safety and Efficacy of Multiple Intravitreal KH902 in Patients With CNV Due to AMD,https://clinicaltrials.gov/study/NCT01242254,COMPLETED,Neovascular Age-related Macular Degeneration,BIOLOGICAL: Intravitreal injection of KH902,"The incidence rate of adverse event, To evaluate the safety of multiple intravitreal injection of KH902 of each group., at 52 week","Chengdu Kanghong Biotech Co., Ltd.",36,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2009-08
NCT02418754,"Study of Intravitreal REGN2176-3 in Participants With Neovascular (""Wet"") Age-Related Macular Degeneration (AMD)",https://clinicaltrials.gov/study/NCT02418754,TERMINATED,Neovascular Age-Related Macular Degeneration,DRUG: REGN2176-3|DRUG: Intravitreal Aflibercept Injection (IAI),"Change From Baseline in Best Corrected Visual Acuity (BCVA) of the Study Eye at Week 12, Visual function of the study eye was assessed using the Early Treatment Diabetic Retinopathy Study (ETDRS) protocol at 4 meters. BCVA score was measured using an eye chart and was reported as the number of letters read correctly at a testing distance of 4 meters using the ETDRS Scale (ranging from 0 to 100 letters) in the study eye. The lower the number of letters read correctly on the eye chart, the worse the vision (or visual acuity). An increase in the number of letters read correctly means that vision has improved. Change from baseline calculated by subtracting baseline value from observed post-baseline value at Week 12., Baseline, Week 12",Regeneron Pharmaceuticals,505,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2015-05-05
NCT05834075,A Retrospective Study to Evaluate the Early Real-world Evidence of Brolucizumab in Patients With Neovascular Age-related Macular Degeneration (nAMD) in India,https://clinicaltrials.gov/study/NCT05834075,COMPLETED,Neurovascular Age-related Macular Degeneration,,"Percentage of patients with absence or reduction of IRF at Month 3 compared to baseline, Percentage of patients with either absence of intra-retinal fluid (IRF) at Month 3 or a reduction of IRF at Month 3 compared to baseline., From baseline to Month 3|Percentage of patients with absence or reduction of SRF at Month 3 compared to baseline, Percentage of patients with either absence of sub-retinal fluid (SRF) at Month 3 or a reduction of SRF at Month 3 compared to baseline., From baseline to Month 3|Percentage of patients with absence or reduction of PED at Month 3 compared to baseline, Percentage of patients with either absence of pigment epithelial detachment (PED) at Month 3 or a reduction of PED at Month 3 compared to baseline., From baseline to Month 3",Novartis Pharmaceuticals,63,OBSERVATIONAL,Observational Model: |Time Perspective: p,2022-01-05
NCT02113254,Study of the Macular Pigment by the Consumption of Corn With Strong Content in Zeaxanthine,https://clinicaltrials.gov/study/NCT02113254,COMPLETED,Age Macular Degeneration,OTHER: Corn zeaxanthin,"The primary outcome is the measure of the evolution of the macular pigment density after 10 weeks of supplementation compared with the initial measure., 10 weeks after inclusion","University Hospital, Bordeaux",9,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2014-02
NCT03668054,Safety and Clinical Effectiveness of Intravitreal Bevacizumab (Lumiere®) in Patients With Wet Age-related Macular Degeneration (Wet AMD),https://clinicaltrials.gov/study/NCT03668054,COMPLETED,Age-Related Macular Degeneration,DRUG: Bevacizumab (Lumiere®),"Number of participants with treatment-related adverse events codified using MedDRA., Register reports of drug related adverse events and compare them with prevalence in the literature after intravitreal bevacizumab (Lumiere®) in the single-dose form, for the treatment of patients with neovascular AMD., 6 months",Laboratorio Elea Phoenix S.A.,22,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2017-02-07
NCT04676854,Restoration of Central Vision With the PRIMA System in Patients With Atrophic AMD,https://clinicaltrials.gov/study/NCT04676854,ACTIVE_NOT_RECRUITING,Geographic Atrophy,DEVICE: PRIMA Bionic Vision System,"Proportion of subjects with meaningful improvement of visual acuity, Proportion of subjects with an improvement of visual acuity of logMAR 0.2 or more from baseline to 12 months, 12 months|Serious Adverse Events, Number and severity of device and procedure related serious adverse events at 12 months follow-up, 12 months",Pixium Vision SA,38,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-11-24
NCT00446654,Safety of 16.5 mg (3.3%) CGC-11047 Once Every 2 Weeks vs. Once Every 4 Weeks in Patients With CNV Due to AMD,https://clinicaltrials.gov/study/NCT00446654,COMPLETED,Age Related Macular Degeneration,DRUG: CGC-11047,"Change in Baseline to 3 Months in Best Corrected Visual Acuity, Visual acuity was measured with a standard eye exam using the preferred research based eye chart (LogMar chart). On the LogMar chart each letter has a score value of 0.02 log units. LogMAR VA = 0.1 + LogMAR value of the best line read - 0.02 X (number of letters read).

The outcome measure presented is the difference in LogMAR between baseline and at three months., Baseline and 3 months",Progen Pharmaceuticals,43,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2007-04
NCT01788475,Safety and Effectiveness of Ozurdex Steroid Implants for DME After Vitrectomy Surgery,https://clinicaltrials.gov/study/NCT01788475,TERMINATED,Diabetic Macular Edema,DRUG: Dexamethasone,"Visual Acuity Gain, Measured visual acuity gain in number of letters improved as a result of treatment, 13 months",Lahey Clinic,3,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2013-02-22
NCT00906659,"Visual Function, Center Point Thickness and Macular Volume After Photocoagulation",https://clinicaltrials.gov/study/NCT00906659,COMPLETED,Diabetic Retinopathy|Macular Edema,,"visual capacity (under subjective refractive correction was measured in decimal equivalent), before the treatment and 3 weeks after photocoagulation|center point thickness (measured in µm), before the treatment and 3 weeks after photocoagulation|macular volume (measured in mm3), before the treatment and 3 weeks after photocoagulation",Hospital Juarez de Mexico,89,OBSERVATIONAL,Observational Model: |Time Perspective: p,2006-01
NCT01342159,Intravitreal Bevacizumab and Triamcinolone in Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01342159,COMPLETED,Diabetic Macular Edema,PROCEDURE: Intravitreal injection,"Visual acuity, baseline, 1 month, 3 months, 6month, 9 month, 12 month",Hallym University Medical Center,80,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (INVESTIGATOR)|Primary Purpose: TREATMENT,2009-03
NCT04349254,Observational Study of Vision Improvement in Late Stage Dry AMD Patients,https://clinicaltrials.gov/study/NCT04349254,COMPLETED,Dry Age-related Macular Degeneration,DEVICE: Corneal treatment by a low vision aid device,"CDVA, Best spectacle-corrected distance visual acuity (CDVA), 12 months",Optimal Acuity Corporation,17,OBSERVATIONAL,Observational Model: |Time Perspective: p,2020-08-14
NCT01928654,Comparison Between Treatment With Yellow Micropulse Laser and Green Conventional Laser in Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT01928654,UNKNOWN,Diabetic Macular Edema,DEVICE: Micropulse laser treatment|DEVICE: Laser modified ETDRS,"Mean change in visual acuity (ETDRS letters), 12 months",Luigi Sacco University Hospital,32,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2013-07
NCT00857259,The Efficacy of Oral Everolimus in Patients With Neovascular Age-related Macular Degeneration,https://clinicaltrials.gov/study/NCT00857259,TERMINATED,Choroidal Neo-Vascular Age-onset Macular Degeneration|Age-related Macular Degeneration,DRUG: Everolimus|DRUG: Ranibizumab,"Change in Central Retinal Thickness From Baseline to Week 4, as Measured by Optical Coherence Tomography (OCT), Central retinal thickness was assessed by Optical coherence tomography (OCT). The primary thickness endpoint was the mean thickness of the foveal field of the macula map produced by the analysis of the sequence of six radial scans. Foveal field thickness was the average thickness of a circular field with a diameter of 1 mm. OCT images were analyzed by a central reading center., Baseline and 4 weeks",Novartis Pharmaceuticals,16,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2009-02
NCT02457975,Photobiomodulation for the Treatment of Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02457975,COMPLETED,Diabetic Retinopathy,DEVICE: 670nm PBM|DRUG: intravitreous VEGF-inhibitors,"Visual Acuity as assessed by the Early Treatment of Diabetic Retinopathy Study (EDTRS) Classification, Change from baseline at 8 weeks; Change from baseline at 24 weeks",Medical College of Wisconsin,16,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2015-06
NCT05439759,Factors in Learning And Plasticity: Healthy Vision,https://clinicaltrials.gov/study/NCT05439759,RECRUITING,Central Visual Impairment|Macular Degeneration,BEHAVIORAL: Condition 1: Training visual sensitivity|BEHAVIORAL: Condition 2: Training spatial integration|BEHAVIORAL: Condition 3: Training spatial attention|BEHAVIORAL: Condition 4: Combination training,"Change from Baseline Radial Bias from the Crowding Task after completion of Training at approximately 7 weeks, The ratio of the crowding threshold along the axis connected to the fovea vs. along the orthogonal axis., Baseline and Within 3 weeks of training completion, training is complete 7 weeks from baseline on average|Change from Baseline Saccadic Precision after Completion of Training at approximately 7 weeks, Consistency across trials in placement of the first saccade calculated by the distribution across trials (bivariate contour ellipse area) of the landing point of the first fixation of each trial., Baseline and Within 3 weeks of training completion, training is complete 7 weeks from baseline on average|Change from Baseline Fixation Stability after Completion of Training at approximately 7 weeks, Normalizing fixations in the PRL to the first fixation to that region and calculating the distribution of all fixation locations in this normalized space (measured as a bivariate contour ellipse area)., Baseline and Within 3 weeks of training completion, training is complete 7 weeks from baseline on average",University of Alabama at Birmingham,120,INTERVENTIONAL,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE,2022-10-24
NCT02122159,Research With Retinal Cells Derived From Stem Cells for Myopic Macular Degeneration,https://clinicaltrials.gov/study/NCT02122159,WITHDRAWN,Myopic Macular Degeneration,BIOLOGICAL: MA09-hRPE Cellular Therapy,"Safety of hESC-derived RPE cells, The transplantation of hESC-derived RPE cells MA09-hRPE will be considered safe and tolerated in the absence of:

* Any grade 2 (NCI grading system) or greater adverse event related to the cell product
* Any evidence that the cells are contaminated with an infectious agent
* Any evidence that the cells show tumorigenic potential, 12 months","University of California, Los Angeles",0,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2013-03
NCT02874859,Intravitreal Aflibercept InjectiOn in Vitrectomized Eyes for Treatment of Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT02874859,COMPLETED,Diabetic Macular Edema,,"Estimation of visual acuity Early Treatment Diabetic Retinopathy Study (ETDRS), Estimation of visual acuity after 96 weeks of treatment with Aflibercept, 96 weeks",Lille Catholic University,49,OBSERVATIONAL,Observational Model: |Time Perspective: p,2016-11-09
NCT01736059,Clinical Trial of Autologous Intravitreal Bone-marrow CD34+ Stem Cells for Retinopathy,https://clinicaltrials.gov/study/NCT01736059,ACTIVE_NOT_RECRUITING,Non-exudative Age-related Macular Degeneration|Diabetic Retinopathy|Retina Vein Occlusion|Retinitis Pigmentosa|Hereditary Macular Degeneration,DRUG: CD34+ bone marrow stem cells intravitreal,"Incidence and severity of ocular adverse events, As evident on eye examination by severe decrease in vision and/or adverse effect requiring major treatment intervention directly attributable to study treatment., 1 day to 6 months","University of California, Davis",15,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2012-07
NCT00533754,Y402H Comlement Factor H Polymorphism and Age-Related Macular Degeneration in the Austrian Population,https://clinicaltrials.gov/study/NCT00533754,UNKNOWN,Age-Related Macular Degeneration,PROCEDURE: drawing blood,higher expression of the Y402H polymorphism in the complement factor H in patients with AMD compared to healthy individuals,Rudolf Foundation Clinic,,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: BASIC_SCIENCE,2006-07
NCT02613559,"Evaluation the Pharmacokinetics, Safety, Tolerability of TK001 in Patients With Neovascular Age-related Macular Degeneration",https://clinicaltrials.gov/study/NCT02613559,UNKNOWN,Neovascular Age-related Macular Degeneration,BIOLOGICAL: TK001,"Frequency of ocular and systemic AEs (adverse events) and SAEs (serious adverse events) which are related to TK001, 6 weeks","Jiangsu T-Mab Biopharma Co.,Ltd",27,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2015-11
NCT03777254,"Evaluation the Pharmacokinetics,Safety,Tolerability of Single Intravitreal Injection RC28-E in Subjects With Wet Age-Related Macular Degeneration",https://clinicaltrials.gov/study/NCT03777254,COMPLETED,Neovascular Age-related Macular Degeneration,BIOLOGICAL: RC28-E,"Incidence of ocular and systemic adverse events and serious adverse events which are related to RC28-E, 42 days","RemeGen Co., Ltd.",12,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2019-01-07
NCT01625559,Safety and Tolerability of MA09-hRPE Cells in Patients With Stargardt's Macular Dystrophy(SMD),https://clinicaltrials.gov/study/NCT01625559,UNKNOWN,Stargardt's Macular Dystrophy,BIOLOGICAL: MA09-hRPE,"safety and tolerance of transplantation, The transplantation of hESC-derived RPE cells MA09-hRPE will be considered safe and tolerated in the absence of:

1. Any grade 2 (NCI grading system) or greater adverse event related to the cell product
2. Any evidence that the cells are contaminated with an infectious agent
3. Any evidence that the cells show tumorigenic potential, 18 months","CHABiotech CO., Ltd",3,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2012-09
NCT00251459,A Study to Evaluate Ranibizumab in Subjects With Choroidal Neovascularization (CNV) Secondary to Age-Related Macular Degeneration (AMD),https://clinicaltrials.gov/study/NCT00251459,COMPLETED,Choroidal Neovascularization|Age-related Macular Degeneration,DRUG: rhuFab V2 (ranibizumab),Cohort 1: The primary safety outcome measure is the incidence of SAEs (ocular and non ocular) evaluated through Month 12.|Cohort 2: The primary safety outcome measure is the incidence of SAEs (ocular and non-ocular) and AEs (ocular and non-ocular) evaluated through Month 12.,"Genentech, Inc.",5000,INTERVENTIONAL,Allocation: |Intervention Model: |Masking: |Primary Purpose: TREATMENT,2005-11
NCT03023059,Dose Ranging Study of Carbidopa-levodopa,https://clinicaltrials.gov/study/NCT03023059,COMPLETED,Age-related Macular Degeneration,"DRUG: Carbidopa-Levodopa, 25 Mg-100 Mg Oral Tablet","Change in ETDRS visual acuity, Visual acuity measured with optimum optical correction, using a standard ETDRS chart, From start of study to end (78-112 days)","Snyder, Robert W., M.D., Ph.D., P.C.",35,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2017-05-02
NCT01628354,Study to Investigate the Safety and Efficacy of Ranibizumab in Patients With Choroidal Neovascularisation Due to Causes Other Than Age Related Macular Degeneration,https://clinicaltrials.gov/study/NCT01628354,COMPLETED,Choroidal Neovascularization|Retinal Pigment Epithelial Detachment,DRUG: Ranibizumab,"Mean change from baseline in best corrected visual acuity, 12 months",University of Melbourne,49,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2008-02
NCT03333954,Feasibility Study of Compensation for Blindness With the PRIMA System in Patients With Dry Age Related Macular Degeneration,https://clinicaltrials.gov/study/NCT03333954,ACTIVE_NOT_RECRUITING,Dry Age-related Macular Degeneration,DEVICE: PRIMA,"Elicitation of perception, Elicitation of visual perception by electrical stimulation of the PRIMA implant measured by Octopus Visual Field, 6 months after implantation|Elicitation of perception, Elicitation of visual perception by electrical stimulation of the PRIMA implant measured by Octopus Visual Field, 6 weeks after implantation|Elicitation of perception, Elicitation of visual perception by electrical stimulation of the PRIMA implant measured by Octopus Visual Field, 3 months after implantation|Elicitation of perception, Elicitation of visual perception by electrical stimulation of the PRIMA implant measured by Octopus Visual Field, 12 months after implantation|Elicitation of perception, Elicitation of visual perception by electrical stimulation of the PRIMA implant measured by Octopus Visual Field, 18 months after implantation|Elicitation of perception, Elicitation of visual perception by electrical stimulation of the PRIMA implant measured by Octopus Visual Field, 24 months after implantation|Elicitation of perception, Elicitation of visual perception by electrical stimulation of the PRIMA implant measured by Octopus Visual Field, 36 months after implantation",Pixium Vision SA,5,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2017-11-06
NCT03061682,Implantation of Add on Lens for Age Related Macular Degeneration Patients With Low Vision,https://clinicaltrials.gov/study/NCT03061682,UNKNOWN,Inclusion Criteria,"DEVICE: ""Scharioth"" macula lens A45sml/A45smy","near visual acuity, last study visit - 6 months post surgery",Rabin Medical Center,20,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2017-03-01
NCT03345082,A Dose Ranging Study of OPT-302 With Ranibizumab in Neovascular (Wet) AMD,https://clinicaltrials.gov/study/NCT03345082,COMPLETED,Neovascular Age-related Macular Degeneration,BIOLOGICAL: OPT-302|BIOLOGICAL: ranibizumab|OTHER: sham intravitreal injection,"Mean change in Early Treatment Diabetic Retinopathy Study (ETDRS) best corrected visual acuity (BCVA), Baseline to Week 24",Opthea Limited,366,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2017-11-06
NCT00943982,The Treatment of Uveitic Cystoid Macular Edema With Topical Interferon Gamma,https://clinicaltrials.gov/study/NCT00943982,COMPLETED,Uveitis,DRUG: Interferon Gamma 1-b,The primary outcome is the change in central macular thickness as measured by OCT as compared with baseline.,National Eye Institute (NEI),5,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2009-07-17
NCT01213082,ProspectiveTrial of Proton Beam Combined With Anti-VEGF Therapy for Exudative Age-related Macular Degeneration (AMD),https://clinicaltrials.gov/study/NCT01213082,COMPLETED,Exudative Age-related Macular Degeneration,DRUG: 24GyE proton and Anti-VEGF|DRUG: 16GyE and anti-VEGF|DRUG: Sham Irradiation and anti-VEGF,"Percent of Eyes With Severe Ocular Adverse, vision loss of 3 or more lines associated with radiation retinopathy or papillopathy, Month 24","University of California, Davis",34,INTERVENTIONAL,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2010-09
NCT04356716,Sildenafil for Treatment of Choroidal Ischemia,https://clinicaltrials.gov/study/NCT04356716,ACTIVE_NOT_RECRUITING,Choroidal Ischemia|Vitelliform Macular Dystrophy|Age-related Macular Degeneration|Central Serous Retinopathy|Retinitis Pigmentosa,DRUG: Sildenafil|OTHER: Standard of Care Sildenafil|DIAGNOSTIC_TEST: Ocular Coherence Tomography-Angiography (OCT-A)|OTHER: Visual Acuity (VA),"Change in Choroidal Perfusion, Patients are evaluated for progression of disease/dystrophy via visual acuity (improved/stable/worsened) and appearance of fluid layer and drusen on OCT testing., Up to 5 Years",Columbia University,25,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2014-11-11
NCT05745116,"Evaluation of Repeated, In-Clinic, Self-Imaging by DME Patients Using the Notal Vision Home OCT",https://clinicaltrials.gov/study/NCT05745116,RECRUITING,Diabetic Macular Edema,DEVICE: Notal Vision Home OCT,"Evaluate subjects' ability to perform multiple OCT self-scanning following a self-tutorial on the Notal Vision Home OCT (NVHO), % of completion a self-imaging session, within 2 hours of an office visit|Evaluate the repeatability of the Notal OCT Analyzer (NOA) automatic fluid volume quantification in volume scan from self-scanning with the NVHO in the central 10 degrees of the macula of Diabetic Retinopathy (DR) patients, NVHO volume scan Total Retinal Fluid (TRF) amount measured by NOA, NVHO volume scan Intra-Retinal Fluid (IRF) amount measured by NOA, NVHO volume scan Sub-Retinal Fluid (SRF) amount measured by NOA, within 2 hours of an office visit|Compare fluid quantification in images from NVHO and a commercial OCT, Compare fluid quantification in images captured by the NVHO, as calculated by the Notal OCT Analyzer (NOA) algorithm and the fluid quantification in images captured by a commercial OCT, as marked by a human reader - in the central 10 degrees of the macula of DR patients Zeiss Cirrus or Spectralis OCT volume scan Total Retinal Fluid (TRF), Intra-Retinal Fluid (IRF), Sub-Retinal Fluid (SRF) amount measured by a human reader, within 2 hours of an office visit|Scanning session completion status - complete/incomplete, within 2 hours of an office visit",Notal Vision Inc.,150,OBSERVATIONAL,Observational Model: |Time Perspective: p,2022-11-07
NCT03385382,Ranibizumab Versus Dexamethasone Implant in Diabetic Macular Edema,https://clinicaltrials.gov/study/NCT03385382,COMPLETED,Diabetic Macular Edema,DRUG: Dexamethasone intravitreal implant 0.7 mg|DRUG: Ranibizumab Injection,"Central macular thickness, Decrease of macular thickness, 6 months",G. d'Annunzio University,40,OBSERVATIONAL,Observational Model: |Time Perspective: p,2016-12-06
NCT01478516,Autologous Plasmin and Fibrinolytic System in Diabetic Retinopathy,https://clinicaltrials.gov/study/NCT01478516,UNKNOWN,Macular Edema,PROCEDURE: Intravitreal injection,"Central macular thickness after intravitreal autologous plasmin injection, Central macular thickness measured by optocal coherence tompgraphy, 1 month after intervention|Visual acuity after intravitreal autologous plasmin, logMAR visual acuity, 1 Month after intervention",Hallym University Medical Center,40,INTERVENTIONAL,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2011-11
NCT01941082,A Study of RO6867461 Administered in Single- and Multiple-Ascending Doses in Patients With Wet Age-Related Macular Degeneration,https://clinicaltrials.gov/study/NCT01941082,COMPLETED,Macular Degeneration,DRUG: RO6867461,"Ocular safety, assessed by BCVA (EDTRS chart), slitlamp examination, ophthalmoscopy, IOP, fundus photography, SD-OCT, angiography, Part A, 12 weeks; Part B, 20 weeks|Safety: Incidence of adverse events, Part A, 12 weeks; Part B, 20 weeks",Hoffmann-La Roche,24,INTERVENTIONAL,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2013-12
